stratification,stratum,model,G,scenes,mean_PDMS,min_PDMS,max_PDMS,std_PDMS,train_reward_mean,train_reward_std,feasible_rate,all_safe_group,no_safe_group,mixed_safety_group,hard_failure_rate,mean_pairwise_ADE,median_pairwise_ADE,pairwise_P90_ADE,medoid_radius_P50,medoid_radius_P90,covariance_effective_rank,safe_pairwise_ADE,same_outcome_pair_ADE,different_outcome_pair_ADE,safety_pattern_count,safety_pattern_entropy,effective_safety_patterns,safety_pattern_disagreement,component_tradeoff_pair_fraction,pareto_fraction,dominated_sample_fraction,safe_EP_mean,safe_EP_std,safe_EP_headroom,safe_EP_opportunity,safe_PDMS_headroom,best_safe_PDMS,zero_advantage_group,native_nonzero_advantage_on_constant_reward,native_mean_advantage,no_reward_contrast_but_outcome_difference,near_tie_different_outcome_pair_fraction,outcome_difference_given_near_tie,zero_reward_masked_fraction,masked_pair_outcome_difference,positive_infeasible_rate,infeasible_among_positive,positive_infeasible_adv_mass,positive_count,infeasible_count,positive_infeasible_count,positive_reward_winner_infeasible,unsafe_reward_winner_with_safe_alternative,unsafe_progress_tradeoff_fraction,reward_prefers_unsafe_fraction,component_effective_rank,reward_mean_rank_flip_vs_PDMS,NC_mean,NC_min,NC_max,NC_std,NC_P10,NC_P50,NC_P90,NC_all_pass,NC_all_fail,NC_mixed,NC_headroom,covariance_adv_NC,negative_adv_NC_association,positive_NC_failure_rate,NC_positive_mean,DAC_mean,DAC_min,DAC_max,DAC_std,DAC_P10,DAC_P50,DAC_P90,DAC_all_pass,DAC_all_fail,DAC_mixed,DAC_headroom,covariance_adv_DAC,negative_adv_DAC_association,positive_DAC_failure_rate,DAC_positive_mean,EP_mean,EP_min,EP_max,EP_std,EP_P10,EP_P50,EP_P90,EP_all_pass,EP_all_fail,EP_mixed,EP_headroom,covariance_adv_EP,negative_adv_EP_association,positive_EP_failure_rate,EP_positive_mean,TTC_mean,TTC_min,TTC_max,TTC_std,TTC_P10,TTC_P50,TTC_P90,TTC_all_pass,TTC_all_fail,TTC_mixed,TTC_headroom,covariance_adv_TTC,negative_adv_TTC_association,positive_TTC_failure_rate,TTC_positive_mean,Comfort_mean,Comfort_min,Comfort_max,Comfort_std,Comfort_P10,Comfort_P50,Comfort_P90,Comfort_all_pass,Comfort_all_fail,Comfort_mixed,Comfort_headroom,covariance_adv_Comfort,negative_adv_Comfort_association,positive_Comfort_failure_rate,Comfort_positive_mean,DDC_mean,DDC_min,DDC_max,DDC_std,DDC_P10,DDC_P50,DDC_P90,DDC_all_pass,DDC_all_fail,DDC_mixed,DDC_headroom,covariance_adv_DDC,negative_adv_DDC_association,positive_DDC_failure_rate,DDC_positive_mean,train_gated_EP_contribution,train_gated_TTC_contribution,train_gated_Comfort_contribution
command,left,official_il,8,1257,73.47805434493597,38.09921809847838,95.66079225464456,23.244480826775764,74.17659663428465,21.48795686592632,0.6950079554494829,0.31105807478122516,0.059665871121718374,0.6292760540970564,0.14727525855210818,1.9935501963191034,1.9828171385699722,2.444474072195487,1.6860212406438604,2.044785212671043,5.318616700686268,1.9586801388441852,1.965637868803803,2.0423842953157596,2.086714399363564,0.4954888889328986,1.804070141205711,0.33978292987839526,0.19448232753722014,0.36515513126491644,0.6348448687350835,0.879790800382207,0.056557755536895835,0.05941719551789036,0.5377883850437549,5.860238477225765,96.6316597417746,0.021479713603818614,0.0,3.91329508121055e-08,0.008750994431185362,0.04497670189794295,0.19887871616266678,0.13862370723945902,0.6004266446462978,0.16611129440228747,0.1313201703445606,0.10863633914206912,4.790771678599841,2.4399363564041368,0.6133651551312649,0.09228321400159109,0.03261734287987271,0.18850987297573896,0.049321232917945934,1.6753363208751617,0.013268553244686895,0.9605708035003978,0.8389021479713604,0.9992044550517104,0.06726627912562848,0.8948687350835324,0.9866746221161495,0.9986475735879077,0.8066825775656324,0.0007955449482895784,0.19252187748607796,0.038633651551312646,0.04880483934578442,0.0,0.0,1.0,0.8902147971360382,0.6817820206841687,0.994431185361973,0.13825797943891271,0.7558472553699285,0.9256165473349244,0.9855210819411299,0.6817820206841687,0.005568814638027049,0.3126491646778043,0.10421638822593476,0.1162208309240295,0.0,0.0,1.0,0.7613862034209005,0.455933734366966,0.941018657293509,0.19799898684620584,0.5565274242161395,0.8058952574558436,0.9178600984253975,0.1957040572792363,0.3325377883850438,0.47175815433572,0.17963245387260848,0.1533244584352196,0.10103420843277645,0.4472681456360981,0.8964646485254422,0.838703261734288,0.5600636435958631,0.9928400954653938,0.19306454455010238,0.6580747812251392,0.8743038981702467,0.9805887032617342,0.5600636435958631,0.007159904534606206,0.4327764518695306,0.15413683373110582,0.12594338963734011,0.006364359586316627,0.1134418324291742,0.9418524970963996,0.7097255369928401,0.07319013524264122,0.9992044550517104,0.42920381347584374,0.22577565632458238,0.8818615751789977,0.9975338106603023,0.07319013524264122,0.0007955449482895784,0.9260143198090692,0.2894789180588703,0.1844264113857513,0.17422434367541767,0.2687972613938279,0.8613414634146341,0.9410799522673031,0.8739061256961018,0.9713603818615751,0.03995101681652432,0.9042561654733493,0.9498806682577565,0.9694112967382659,0.8392999204455052,0.042163882259347654,0.11853619729514718,0.030280429594272077,0.001717838712037915,0.056483691328560064,0.5115806223479491,0.9432017034456059,44.619469487483215,22.314743319762275,7.242383827039168
command,left,official_il,16,1257,73.8096672189823,29.0377675097513,97.02314259755535,24.285695476923266,74.46444221359248,22.583112085727453,0.698587907716786,0.21161495624502785,0.0477326968973747,0.7406523468575974,0.14593277645186953,1.9942153614834894,1.978078522001102,2.485553103910219,1.6664219091679617,2.051716948461911,8.617867425225807,1.9556673239053863,1.966269359828251,2.0520361961039817,2.4749403341288785,0.555284911507472,1.9258725583066942,0.33773534871386895,0.19231636170776983,0.3095664280031822,0.6904335719968179,0.8809783695500106,0.057907897106228984,0.07193815530470198,0.6014319809069213,6.561820329299,97.50172553508608,0.005568814638027049,0.0,4.2326078545867573e-08,0.00477326968973747,0.045167064439140814,0.2022457106935833,0.13653540175019888,0.5764921155088519,0.1582747404518343,0.12904484848484848,0.10398670261289929,10.010342084327764,4.8225934765314245,1.2474144789180588,0.08671439936356404,0.03898170246618934,0.18376349192340063,0.049353051397224325,1.9573683888954572,0.014173959162025988,0.9621121718377088,0.7903739061256961,0.9992044550517104,0.07332280127391062,0.8918058870326173,0.9898568019093079,0.9992044550517104,0.747016706443914,0.0007955449482895784,0.25218774860779636,0.03709228321400159,0.054709767035728676,0.0,0.0,1.0,0.8910103420843277,0.6117740652346858,0.9976133651551312,0.15200891702738428,0.733890214797136,0.9335719968178202,0.9948289578361177,0.6117740652346858,0.002386634844868735,0.3858392999204455,0.10660302307080351,0.13514155560559585,0.0,0.0,1.0,0.7634850273673693,0.36703363167647884,0.9558423811722746,0.2106289902304148,0.5283061382019055,0.815044416228411,0.934901046689939,0.14558472553699284,0.28798727128082735,0.5664280031821798,0.19235735380490523,0.17561381301719056,0.061256961018297536,0.450570016317223,0.8981528426906807,0.8430787589498807,0.46618933969769294,0.9968178202068417,0.2098985672504984,0.6328560063643596,0.890612569610183,0.9904534606205251,0.46618933969769294,0.0031821797931583136,0.5306284805091488,0.15373906125696102,0.13948149724651998,0.007955449482895784,0.10395160188379264,0.9458020868020867,0.7128579952267303,0.007159904534606206,1.0,0.44285976361022455,0.09626093874303898,0.9459029435163087,1.0,0.007159904534606206,0.0,0.9928400954653938,0.2871420047732697,0.18509548601703416,0.1288782816229117,0.28148009398009394,0.8639420113220114,0.939538583929992,0.8381066030230708,0.9733492442322991,0.045526319430691596,0.8987669053301511,0.950079554494829,0.9695704057279236,0.7971360381861575,0.03977724741447892,0.16308671439936356,0.03381066030230708,0.0011822614392240313,0.07875894988066826,0.5078645863939981,0.9411630946830948,44.727001294504085,22.432466423323504,7.304974495764893
command,left,official_il,32,1257,73.90979673852718,23.13067376873693,97.74331375355413,24.566528939577616,74.56463500902653,22.88703427653886,0.7002038583929993,0.15592680986475735,0.04295942720763723,0.8011137629276054,0.14436654733492443,1.993782303546708,1.9753709924184886,2.4981739258886555,1.6413502528439396,2.040478793546015,11.212073304879562,1.9559990890354586,1.9666409718043365,2.055499021333703,2.8217979315831343,0.5858699600883276,1.9857033401159643,0.33584026227320557,0.19093559935329893,0.2826173428798727,0.7173826571201273,0.8803137907184916,0.06015473382504748,0.0822236965890223,0.6435958631662689,7.077820620607035,97.97319004282772,0.002386634844868735,0.0,3.919756400730282e-08,0.002386634844868735,0.04536691302897323,0.20566694002024924,0.13484486873508353,0.5729690709076231,0.1537089167623194,0.12555214478046825,0.10002736226375633,20.215592680986475,9.593476531424026,2.4590294351630866,0.0883054892601432,0.045346062052505964,0.1839343620249753,0.050918647967899314,2.105992461071623,0.013982985603202712,0.961179892601432,0.7450278440731901,0.9992044550517104,0.07858935776646973,0.8849642004773268,0.9904534606205251,0.9992044550517104,0.690533015115354,0.0007955449482895784,0.30867143993635643,0.03802456245027844,0.05877974679245058,0.0,0.00012241400416207614,0.9999667729930889,0.8937698886237072,0.5640413683373111,0.9984089101034208,0.1565794781485767,0.7247414478918058,0.9383452665075577,0.9966587112171837,0.5640413683373111,0.0015910898965791568,0.4343675417661098,0.1046390214797136,0.14236558119526505,0.0,0.0,1.0,0.7645532879688216,0.30395827752527194,0.9655546848101436,0.21490320136559943,0.5116594693723141,0.8168455133384412,0.9386477057027249,0.11535401750198886,0.2569610182975338,0.6276849642004774,0.20100139684132198,0.18500678896503586,0.03739061256961018,0.44722933050814406,0.8977564055580676,0.8424075178997613,0.39777247414478917,0.9984089101034208,0.21928908269971223,0.6221161495624503,0.8993635640413683,0.9949085123309467,0.39777247414478917,0.0015910898965791568,0.6006364359586317,0.1560013922036595,0.14614976420483902,0.006364359586316627,0.09155850087356784,0.9491408332082504,0.7125596658711217,0.0,1.0,0.4465199860296006,0.02028639618138425,0.9741447891805887,1.0,0.0,0.0,1.0,0.28744033412887826,0.18482014905620964,0.07875894988066826,0.29135764905888745,0.864662398989173,0.9400979514717581,0.8082736674622116,0.9753381066030231,0.04806638464321623,0.8977326968973748,0.9522673031026253,0.9708035003977724,0.7613365155131265,0.03818615751789976,0.20047732696897375,0.03524015513126492,0.0007315535041477061,0.09307875894988067,0.4720147686987704,0.9420639998063043,44.78602756366175,22.467929594272075,7.310677851092703
command,left,official_il,64,1257,73.80257051865316,18.8519675176736,98.17725234590338,24.725708547015913,74.4884606746562,23.072730066270687,0.6982647175815434,0.11376292760540971,0.03818615751789976,0.8480509148766905,0.14435411694510739,1.9937922772274392,1.97547182942215,2.5024710320728323,1.6169622346005788,2.0223715064466816,12.72953775623238,1.9550794913942073,1.9672591009894542,2.0590651242314113,3.165473349244232,0.6050663171502109,2.0234456776185734,0.33631859996716795,0.19263947291990252,0.2680986475735879,0.7319013524264121,0.879764931856547,0.06089943896797984,0.08818043182055588,0.6762132060461417,7.427131494841584,98.2444335959957,0.0007955449482895784,0.0,3.2805443119722364e-08,0.0007955449482895784,0.04573594221565582,0.20702398164017888,0.13527993237867939,0.5669963790517993,0.15113501205178498,0.12594409894359992,0.1005856438133438,40.63245823389021,19.311058074781226,4.968178202068417,0.08432776451869531,0.046141607000795545,0.189427202077613,0.0535265466388897,2.192031511441366,0.014115003598893816,0.9618822096260938,0.7032617342879872,0.9992044550517104,0.08146432110767632,0.8846857597454257,0.9896579156722355,0.9992044550517104,0.6435958631662689,0.0007955449482895784,0.3556085918854415,0.037322245425616546,0.0601593486380357,0.0,5.4442508710801394e-05,0.9999834129511677,0.8927505966587113,0.5210819411296739,1.0,0.16176911595493712,0.7166268894192521,0.9367541766109785,0.9968178202068417,0.5210819411296739,0.0,0.4789180588703262,0.10724940334128878,0.14784295845267875,0.0,0.0,1.0,0.7643967798480611,0.2536840404962865,0.971986703121521,0.21840948749701333,0.49931343647098514,0.8148342761351459,0.941543855591098,0.09148766905330151,0.2315035799522673,0.6770087509944311,0.20758992327345976,0.1909097184005937,0.0294351630867144,0.44584569593408413,0.897017921429915,0.840766706443914,0.33731105807478123,0.9984089101034208,0.22565499842976064,0.6017501988862372,0.9005568814638027,0.996340493237868,0.33731105807478123,0.0015910898965791568,0.6610978520286396,0.15764220365950676,0.1482523218069768,0.010342084327764518,0.08702967877242622,0.9485551375121883,0.7119008552108194,0.0,1.0,0.448189138441016,0.005409705648369136,0.9888623707239459,1.0,0.0,0.0,1.0,0.2880991447891806,0.18096744690972466,0.046937151949085126,0.30235352350179046,0.8615305773182543,0.94050815433572,0.7804295942720764,0.9769291964996022,0.05005488064802313,0.8958233890214795,0.9530628480509149,0.9715194908512331,0.7231503579952268,0.03659506762132061,0.24025457438345266,0.03642104216388226,0.0013160967068574015,0.10023866348448687,0.44816797633132477,0.9423325304530246,44.785057087684415,22.407788443539708,7.295615143432076
command,left,official_il,128,1257,73.79908718433605,14.728667399040257,98.4140534897805,24.88400616620442,74.4903980205929,23.247153338595158,0.6978793754972156,0.07875894988066826,0.03739061256961018,0.8838504375497216,0.144410053699284,1.9932989911959713,1.9743486984193594,2.5048166710563624,1.5954775740344924,2.002355596985426,13.540640666081972,1.9525425090354676,1.9657376531307824,2.064737011292464,3.543357199681782,0.618606481191829,2.0528198108163784,0.33748625805724164,0.19212175596188905,0.26156026252983294,0.7384397374701671,0.880088922387863,0.06087230924300698,0.09224623932128162,0.7032617342879872,7.633425291675154,98.48864923003245,0.0007955449482895784,0.0,3.650907483483355e-08,0.0007955449482895784,0.04550188237210205,0.2073516079789488,0.1355285401750199,0.5692289604281178,0.1520675127387146,0.1261482067114936,0.10027320827806221,81.28878281622912,38.67143993635641,9.987271280827366,0.08432776451869531,0.046937151949085126,0.1899832310250732,0.055093079946375384,2.2401947593555596,0.013902069669692242,0.9622768745027844,0.652744630071599,0.9992044550517104,0.08457995120569212,0.8814240254574384,0.9904534606205251,0.9992044550517104,0.5879077167859984,0.0007955449482895784,0.411296738265712,0.03692758054892602,0.06135406656501358,0.0,2.443673329749279e-05,0.9999920382165605,0.8923155330151153,0.4813046937151949,1.0,0.16533759434903406,0.7136038186157518,0.9387430389817024,0.9968178202068417,0.4813046937151949,0.0,0.5186953062848051,0.10768446698488465,0.15116666520964206,0.0,0.0,1.0,0.7644730936464659,0.20400865753216646,0.9754746202427946,0.22134007980209325,0.49644958501495134,0.8185882055441536,0.9424260009943501,0.06364359586316627,0.20843277645186953,0.7279236276849642,0.21100152659632873,0.19472798901657365,0.01988862370723946,0.43361918358265533,0.8972910821163703,0.8403875795544948,0.28957836117740654,0.9984089101034208,0.2298075500882034,0.5961813842482101,0.9013524264120922,0.9960222752585521,0.28957836117740654,0.0015910898965791568,0.7088305489260143,0.158021330548926,0.150486952143493,0.007955449482895784,0.08592487649565793,0.9482562906016893,0.7136286793953859,0.0,1.0,0.44746530033580467,0.0007955449482895784,0.9904534606205251,1.0,0.0,0.0,1.0,0.2863713206046142,0.17734414919765995,0.02784407319013524,0.30314750417054426,0.8627183571493875,0.9407598697295148,0.7406523468575974,0.9781225139220366,0.05247849331947716,0.8947096260938742,0.9534606205250596,0.9713603818615751,0.6650755767700876,0.03579952267303103,0.29912490055688146,0.03736264419252188,0.0012597693555699634,0.10898965791567224,0.41519935373153277,0.9423668442266508,44.79384942800551,22.38959985843979,7.306948734147599
command,left,original_grpo_11970,8,1257,82.47481331725943,50.66421740243665,97.32662340037825,18.23039978131566,83.26724077659611,16.035434163754797,0.7742641209228321,0.4009546539379475,0.05489260143198091,0.5441527446300716,0.07080350039777247,1.9922567990684525,1.9804500897304576,2.4437095408812946,1.6841887655315344,2.0441579243903965,5.316722752030311,1.9637300819796808,1.9691593637381433,2.057885590521148,1.858392999204455,0.38479243178046896,1.5967662763047061,0.26437663370837594,0.1820093192408228,0.4157716785998409,0.5842283214001591,0.9076251874669702,0.05048077665696817,0.051305416827778234,0.5560859188544153,5.888222153620701,97.78729418498924,0.02784407319013524,0.0,-1.3839441534782283e-09,0.006364359586316627,0.027503125355153993,0.1436365174730084,0.06583134447096262,0.5548534798534798,0.18773951811800416,0.11172356012781544,0.10556745259221895,5.007955449482896,1.8058870326173428,0.548926014319809,0.10739856801909307,0.05250596658711217,0.27135547201336674,0.09719785575048732,1.5349017895024575,0.010768269121491078,0.979813046937152,0.9029435163086714,0.9984089101034208,0.037639015678779586,0.9461018297533811,0.9948289578361177,0.9972951471758154,0.8870326173428799,0.0015910898965791568,0.11137629276054097,0.018595863166268895,0.02784508867231659,0.0,0.0,1.0,0.9498806682577565,0.7939538583929993,0.9968178202068417,0.08411734494032602,0.8713603818615753,0.9824980111376292,0.9951471758154337,0.7939538583929993,0.0031821797931583136,0.20286396181384247,0.046937151949085126,0.06950700624971344,0.0,0.0,1.0,0.853282905109581,0.6119647915085175,0.9625221335896248,0.13423429410499738,0.7163680272362402,0.8931596805981147,0.949550839749333,0.24741447891805887,0.26252983293556087,0.4900556881463803,0.10923922848004387,0.09687480544847638,0.11614956245027844,0.48715644820295984,0.9218956242888979,0.8938941925218775,0.6276849642004774,0.9952267303102625,0.15980432869465655,0.7362768496420048,0.9451073985680191,0.9946698488464598,0.6276849642004774,0.00477326968973747,0.36754176610978523,0.10133253778838504,0.10997246636723712,0.006364359586316627,0.06471815221815222,0.9782869612656847,0.726332537788385,0.08512330946698489,0.9992044550517104,0.41920113593504743,0.2494033412887828,0.8965791567223548,0.9992044550517104,0.08512330946698489,0.0007955449482895784,0.9140811455847255,0.2728719172633254,0.22753724866993758,0.10660302307080351,0.19305072463768116,0.9110221338944743,0.9265612569610183,0.8488464598249801,0.9689737470167065,0.04957865744699573,0.8794749403341289,0.9359586316626889,0.9639618138424819,0.822593476531424,0.045346062052505964,0.13206046141607,0.042412490055688146,-4.499342116463046e-05,0.07637231503579953,0.5923873585308562,0.9273780297716467,50.09945098764951,25.159108989657916,8.008680799288689
command,left,original_grpo_11970,16,1257,82.54928150986203,39.88742876407169,98.15515556419714,19.335064504282105,83.33054773688606,17.23861501630532,0.7721260938743039,0.2824184566428003,0.0477326968973747,0.669848846459825,0.07115155131264916,1.9927772918163376,1.9764640355626475,2.483787055675714,1.6670546850376724,2.0476671726646303,8.615441799448478,1.9628322946196002,1.9692541225920472,2.0635611604382706,2.209228321400159,0.4350949109907996,1.6844137014963987,0.2632789710952002,0.18085388491116414,0.37316030230708036,0.6268396976929197,0.9079755246971001,0.05316454555950786,0.061000569751428535,0.6149562450278441,6.321324775640095,98.37359130335656,0.00477326968973747,0.0,8.304924734902717e-08,0.002386634844868735,0.027114823654203132,0.14784312091031063,0.06617939538583929,0.5298163529210461,0.18169664623378592,0.11270057325213201,0.10360188245318133,10.575178997613365,3.6459824980111377,1.1805887032617344,0.10819411296738266,0.060461416070007955,0.2595164654064595,0.08736051244216328,1.8268216812296196,0.010726597719437816,0.9809566428003182,0.8568019093078759,0.9992044550517104,0.04400921755978677,0.9522673031026253,0.9960222752585521,0.9988066825775657,0.8305489260143198,0.0007955449482895784,0.16865552903739062,0.018247812251392204,0.032812093361208466,0.0,0.0,1.0,0.9484387430389817,0.7080350039777248,0.9984089101034208,0.09996659322321205,0.858392999204455,0.9840891010342084,0.9964200477326969,0.7080350039777248,0.0015910898965791568,0.2903739061256961,0.04997016706443914,0.08740312211323167,0.0,0.0,1.0,0.8536414165528562,0.5061639449493213,0.973709283673566,0.14901247293404668,0.6984520625590611,0.8968678008013817,0.9570886108329039,0.1877486077963405,0.21877486077963404,0.5934765314240255,0.12006786712070974,0.11730935592911165,0.061256961018297536,0.48515130125071354,0.9236623355359744,0.8945405727923628,0.5338106603023071,0.9984089101034208,0.1754083369239674,0.7108194112967383,0.9554494828957836,0.9964200477326969,0.5338106603023071,0.0015910898965791568,0.46459824980111375,0.10386833731105807,0.12162418719495907,0.007159904534606206,0.060664589013565126,0.9784227540822265,0.732348846459825,0.011137629276054098,1.0,0.43173629413473774,0.12092283214001591,0.958631662688942,1.0,0.011137629276054098,0.0,0.9888623707239459,0.26765115354017505,0.2218264712080862,0.08353221957040573,0.1996824932464514,0.9156022301705755,0.925367939538584,0.8214001591089897,0.9709626093874304,0.05288289891308358,0.8723150357995226,0.9373508353221957,0.9649960222752586,0.7883850437549722,0.042163882259347654,0.16945107398568018,0.04559466984884646,-0.0003021435583806994,0.09944311853619729,0.5932390187089436,0.9269798934966801,50.120933342202164,25.150334596845898,8.05927979783799
command,left,original_grpo_11970,32,1257,82.58787415695312,31.203805245259208,98.51753791152194,19.79552641299808,83.34993390270775,17.774838978984036,0.7737669053301511,0.1917263325377884,0.042163882259347654,0.766109785202864,0.07097752585521082,1.9920431355461912,1.9739845198475316,2.4955719739532753,1.6415124168436936,2.038525082457865,11.206719098207934,1.9630459231386734,1.9685379683779944,2.067167415279882,2.561654733492442,0.4627223384372311,1.7342825663563728,0.2614295429465958,0.1774947391382452,0.35113365155131265,0.6488663484486874,0.9075957037413434,0.05535701338291466,0.06841089926385337,0.6690533015115354,6.6378573899824005,98.69951133955576,0.002386634844868735,0.0,7.532867944053638e-08,0.002386634844868735,0.027600277157594888,0.14825792763646162,0.06605509148766905,0.5441301405416439,0.16665193113502236,0.1109395060022888,0.1026654136616193,21.34049323786794,7.239459029435163,2.315035799522673,0.10342084327764518,0.061256961018297536,0.248933665098074,0.08322847394598093,1.9977881530031365,0.010481625477968536,0.9807701869530628,0.8086714399363564,0.9992044550517104,0.049856896487787974,0.9494431185361973,0.9960222752585521,0.9992044550517104,0.771678599840891,0.0007955449482895784,0.22752585521081942,0.018434268098647573,0.03670068178177439,0.0,0.0,1.0,0.9489110978520287,0.6372315035799523,0.9984089101034208,0.10804690851206705,0.8507557677008751,0.9884645982498012,0.9967382657120128,0.6372315035799523,0.0015910898965791568,0.3611774065234686,0.0494978122513922,0.09613532714318693,0.0,0.0,1.0,0.8533734665588724,0.41150343490803276,0.9797960811208564,0.15672672361099507,0.6865384318450878,0.8994984558846025,0.9600997236884307,0.14160700079554495,0.18138424821002386,0.6770087509944311,0.12642261456198392,0.12827244031205193,0.02386634844868735,0.4696428744883534,0.9233385949993248,0.8954604216388226,0.45823389021479716,0.9992044550517104,0.1849334025159756,0.6984884645982498,0.964200477326969,0.998170246618934,0.45823389021479716,0.0007955449482895784,0.5409705648369133,0.10374403341288783,0.12634884921785638,0.00477326968973747,0.04487166159248509,0.9810907181783262,0.7316278838504375,0.0,1.0,0.43555875875387035,0.04367541766109785,0.9817024661893397,1.0,0.0,0.0,1.0,0.26837211614956247,0.21906749515332616,0.049323786793953855,0.20004124802738632,0.9167431994612105,0.9256538385043755,0.799920445505171,0.9741447891805887,0.05496473587275097,0.8703261734287987,0.9357597454256166,0.9656722354813047,0.7605409705648369,0.03818615751789976,0.2012728719172633,0.04849095067621321,-0.00023013246384401775,0.1105807478122514,0.5608618516963624,0.9267089868195876,50.10522193677577,25.181044971687957,8.063666994243997
command,left,original_grpo_11970,64,1257,82.57224088119241,24.095919578252122,98.8890140382971,20.170153725199363,83.34731329981808,18.193742389431936,0.773667462211615,0.12569610182975338,0.03739061256961018,0.8369132856006364,0.07065433571996818,1.9917206368393823,1.9734317398128065,2.4999768282296078,1.6166506248817507,2.018414080790902,12.725064316997429,1.9622456148936074,1.9682132382893125,2.071347400387726,2.928400954653938,0.48327776405895234,1.7679620663784916,0.262856969226301,0.178425815433572,0.3403316428003182,0.6596683571996818,0.9073916372704945,0.05633765169933978,0.07340165358841695,0.7080350039777248,6.897986596233585,98.92645938807689,0.0007955449482895784,0.0,5.2944555656629174e-08,0.0007955449482895784,0.02735869606394666,0.15034814407048755,0.06575676213206046,0.5595118445263423,0.16095437990144934,0.10923939090942025,0.10114677258392749,42.86873508353222,14.485282418456643,4.599045346062052,0.1026252983293556,0.06523468575974542,0.23613937602304444,0.08212211607631396,2.1035988767462896,0.010555965955727291,0.9809442124105012,0.7577565632458234,0.9992044550517104,0.05409429860246343,0.9524661893396977,0.9960222752585521,0.9992044550517104,0.711217183770883,0.0007955449482895784,0.28798727128082735,0.018260242641209228,0.03865319148811756,0.0,0.0,1.0,0.9490478321400159,0.5664280031821798,1.0,0.11569813497795337,0.8443118536197295,0.9900556881463802,0.9984089101034208,0.5664280031821798,0.0,0.4335719968178202,0.05095216785998409,0.102934776985206,0.0,0.0,1.0,0.8536541135373585,0.33008725480508144,0.9843061509095764,0.16268814333182832,0.6779302130904653,0.9005121836562875,0.9631724272883264,0.09944311853619729,0.14876690533015116,0.7517899761336515,0.13065203737221798,0.13565357101080266,0.018297533810660304,0.4610827811695349,0.9228564384673899,0.8946275855210819,0.3922036595067621,0.9992044550517104,0.19272399793192008,0.6779634049323787,0.9645982498011137,0.9971360381861576,0.3922036595067621,0.0007955449482895784,0.6070007955449482,0.10457686953062847,0.13004511733523225,0.005568814638027049,0.04205469911847277,0.981441127406633,0.7312176809864758,0.0,1.0,0.43763958576085965,0.009228321400159115,0.9900556881463802,1.0,0.0,0.0,1.0,0.2687823190135243,0.21155677923697974,0.02386634844868735,0.2061611733096063,0.9162663597229932,0.9263002187748608,0.7764518695306285,0.9765314240254575,0.05706470322177304,0.8702863961813841,0.9365552903739062,0.9673031026252984,0.7303102625298329,0.03579952267303103,0.23389021479713604,0.050231205250596656,0.00046933830133845725,0.12092283214001591,0.5466019740138301,0.927885839149658,50.12205123795276,25.16057138845992,8.0646906734054
command,left,original_grpo_11970,128,1257,82.51543964472665,18.887255051179196,99.06482248709554,20.39723275888224,83.2905948196974,18.438933464354346,0.773412639220366,0.08591885441527446,0.03659506762132061,0.8774860779634049,0.07143745027844073,1.991227289880275,1.972311594629844,2.502448428287653,1.5944798556868784,1.9999102289211341,13.534308349136044,1.9591746064448559,1.9668884547330632,2.0776790103013556,3.313444709626094,0.4970610626786061,1.7951449132697557,0.2640442850744492,0.1765701637757691,0.3347255369928401,0.6652744630071599,0.9075089585180087,0.05644395615226173,0.07643250684093864,0.7382657120127287,7.023655195756063,99.09186423184212,0.0007955449482895784,0.0,7.455862553427756e-08,0.0007955449482895784,0.027626590306879896,0.14957653685773697,0.06649637032617343,0.5718465235223141,0.1567907240046435,0.10786147861974346,0.09958450948512838,85.83532219570405,29.003182179793157,9.18854415274463,0.10103420843277645,0.06443914081145585,0.23054566338563579,0.07858827555146188,2.1627305776226367,0.01018880881238294,0.9805899463007159,0.7072394590294352,0.9992044550517104,0.057980859414810335,0.9471360381861574,0.9952267303102625,0.9992044550517104,0.6515513126491647,0.0007955449482895784,0.34765314240254575,0.01861450875099443,0.04058993716622552,0.0,0.0,1.0,0.9484511734287987,0.5155131264916468,1.0,0.11992986242975923,0.8424025457438346,0.9876690533015116,0.9984089101034208,0.5155131264916468,0.0,0.48448687350835323,0.05154882657120127,0.10626333505867568,0.0,0.0,1.0,0.8530932547697627,0.27021683712220984,0.9868398039710551,0.1658878503679575,0.6692542529187394,0.8993589767499638,0.9639947753626503,0.06921241050119331,0.12967382657120127,0.8011137629276054,0.13374654920129267,0.1396105675776934,0.011137629276054098,0.4533264605436525,0.9225866052522326,0.8939066229116945,0.3325377883850438,0.9992044550517104,0.19838955476757364,0.6750994431185363,0.964200477326969,0.9976133651551312,0.3325377883850438,0.0007955449482895784,0.6666666666666666,0.10529783214001591,0.13313219195861647,0.0031821797931583136,0.03757750846726959,0.9823819400130455,0.7323053400954654,0.0,1.0,0.43718363656575965,0.0035003977724741464,0.9908512330946698,1.0,0.0,0.0,1.0,0.2676946599045346,0.20681389501859357,0.016706443914081145,0.2063046566745176,0.9173653952252734,0.9265923329355609,0.7478122513922036,0.9781225139220366,0.05886765120621925,0.868854415274463,0.9381463802704852,0.9681384248210022,0.6961018297533811,0.03579952267303103,0.2680986475735879,0.051530180986475736,0.0006588793995811357,0.1280827366746221,0.5228971657255234,0.9280759232674979,50.08880425860423,25.134248210023863,8.067542351069307
