model,protocol,token,group,batch_size,positive_count,negative_count,zero_count,no_positive_group,rule_feasible_count,progress_pass_count,ttc_pass_count,pareto_count,infeasible_count,positive_infeasible_count,mean_positive_PDMS,positive_above_reference_count,ref_scalar,ref_EP,ref_TTC,mean_advantage,std_advantage,all_zero,positive_below_reference_count,positive_equal_reference_count,positive_gain1point_count,positive_advantage_mass,positive_below_reference_advantage_mass
a5_sft,eval,e6a85ef20b3054c4,0,64,0,0,16,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-8.157038600131727e-09,0.0,True,0,0,0,0.0,0.0
a5_sft,eval,d193c14478495b74,0,64,1,7,8,False,16,16,16,1,0,0,92.05703216034968,0,89.19463157653809,0.8163087368011475,1.0,-0.08084535598754883,0.17108193039894104,False,1,0,0,0.314258337020874,0.314258337020874
a5_sft,eval,b450f88783c15dea,0,64,1,9,6,False,16,16,16,1,0,0,92.72318613595087,1,88.76091241836548,0.8089354634284973,1.0,-0.07354579865932465,0.27218204736709595,False,0,0,0,0.8297395706176758,0.0
a5_sft,eval,dabc9a6d5e755758,0,64,1,14,1,False,16,16,16,1,0,0,99.24377899347373,1,81.56447410583496,0.6865960359573364,1.0,-0.5988524556159973,0.9565655589103699,False,0,0,1,3.0,0.0
a5_sft,eval,8fe647ed2b7a5aee,0,64,1,8,7,False,16,16,16,1,0,0,99.56587533909077,0,99.39929842948914,0.9897881150245667,1.0,-0.03197692334651947,0.12639859318733215,False,1,0,0,0.29071807861328125,0.29071807861328125
a5_sft,eval,d91a4c7d1d9e5647,0,64,1,9,6,False,16,2,16,1,0,0,84.98253875664612,0,79.28884625434875,0.6479103565216064,1.0,-0.11460855603218079,0.4311632215976715,False,1,0,0,1.0982894897460938,1.0982894897460938
a5_sft,eval,12264b570ba358e9,0,64,1,8,7,False,16,16,16,1,0,0,90.82879745434481,0,87.08958029747009,0.780522882938385,1.0,-0.05993016064167023,0.23230531811714172,False,1,0,0,0.667046308517456,0.667046308517456
a5_sft,eval,411a748874035630,0,64,0,0,16,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-8.157038600131727e-09,0.0,True,0,0,0,0.0,0.0
a5_sft,eval,baef6630583c5f87,0,64,1,10,5,False,16,16,16,1,0,0,96.79306141577274,1,95.03027200698853,0.9155145883560181,1.0,-0.03413356840610504,0.2093125432729721,False,0,0,0,0.713350772857666,0.0
a5_sft,eval,40bdcf910bed5013,0,64,0,0,16,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-8.157038600131727e-09,0.0,True,0,0,0,0.0,0.0
a5_sft,eval,4bfb866afaf35777,0,64,0,0,16,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-8.157038600131727e-09,0.0,True,0,0,0,0.0,0.0
a5_sft,eval,430843d30f9258ed,0,64,1,11,4,False,16,16,16,1,0,0,92.4778931704362,0,89.45010304450989,0.8206517696380615,1.0,-0.023153653368353844,0.07322835922241211,False,1,0,0,0.2269577980041504,0.2269577980041504
a5_sft,eval,3ff6652d6dec55da,0,64,1,9,6,False,16,9,16,1,0,0,82.64766053410558,1,74.41691160202026,0.5650874972343445,1.0,-0.18747374415397644,0.6859546899795532,False,0,0,1,2.0326387882232666,0.0
a5_sft,eval,3138ce4847ee5007,0,64,1,9,6,False,16,16,16,1,0,0,88.88362550792964,1,84.13075804710388,0.7302229404449463,1.0,-0.02709702029824257,0.07399379462003708,False,0,0,0,0.1123809739947319,0.0
a5_sft,eval,972eb434cfd159e8,0,64,1,10,5,False,16,10,16,1,0,0,85.92384516618421,1,77.77491807937622,0.6221736669540405,1.0,-0.11041295528411865,0.8606387376785278,False,0,0,1,3.0,0.0
a5_sft,eval,43df192ed9125ff3,0,64,0,0,16,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-8.157038600131727e-09,0.0,True,0,0,0,0.0,0.0
a5_sft,eval,86fbc624ea435e56,0,64,0,0,16,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-8.157038600131727e-09,0.0,True,0,0,0,0.0,0.0
a5_sft,eval,576835726a7c57d4,0,64,1,13,2,False,16,3,16,1,0,0,96.83909279707295,1,86.46090626716614,0.7698354721069336,1.0,-0.3722216486930847,0.9210052490234375,False,0,0,1,3.0,0.0
a5_sft,eval,392e034cb2a55053,0,64,0,0,16,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-8.157038600131727e-09,0.0,True,0,0,0,0.0,0.0
a5_sft,eval,14096d0f331a594a,0,64,0,0,16,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-8.157038600131727e-09,0.0,True,0,0,0,0.0,0.0
a5_sft,eval,9252ad8efde85a85,0,64,0,0,16,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-8.157038600131727e-09,0.0,True,0,0,0,0.0,0.0
a5_sft,eval,86208267d61253c0,0,64,0,0,16,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-8.157038600131727e-09,0.0,True,0,0,0,0.0,0.0
a5_sft,eval,7ff20da52e205bf0,0,64,1,9,6,False,16,13,16,1,0,0,90.23473312370655,0,86.33410930633545,0.7676798105239868,1.0,-0.13423115015029907,0.3233790993690491,False,1,0,0,0.6977391242980957,0.6977391242980957
a5_sft,eval,d68f1142da63586f,0,64,1,9,6,False,16,16,16,1,0,0,94.16857295079852,0,91.87091588973999,0.8618055582046509,1.0,-0.057848915457725525,0.21432775259017944,False,1,0,0,0.6391525268554688,0.6391525268554688
a5_sft,eval,9c83725ca24453f5,0,64,0,0,16,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-8.157038600131727e-09,0.0,True,0,0,0,0.0,0.0
a5_sft,eval,1295232b65bf5f8d,0,64,1,9,6,False,16,16,16,1,0,0,81.37697627128985,0,73.94950985908508,0.5571416616439819,1.0,-0.025187063962221146,0.058805253356695175,False,1,0,0,0.14106868207454681,0.14106868207454681
a5_sft,eval,980c4467fdf156c4,0,64,0,0,16,True,16,16,16,16,16,0,,0,100.0,1.0,1.0,-8.157038600131727e-09,0.0,True,0,0,0,0.0,0.0
a5_sft,eval,2fbab9ffc3fe5a5d,0,64,0,0,16,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-8.157038600131727e-09,0.0,True,0,0,0,0.0,0.0
a5_sft,eval,1e66e2bddb1d5b49,0,64,0,0,16,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-8.157038600131727e-09,0.0,True,0,0,0,0.0,0.0
a5_sft,eval,69cd8ef1721f550d,0,64,0,0,16,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-8.157038600131727e-09,0.0,True,0,0,0,0.0,0.0
a5_sft,eval,9a78f0e3d0335345,0,64,10,6,0,False,16,16,10,10,6,0,100.0,0,100.0,1.0,1.0,0.75,2.9047374725341797,False,0,10,0,30.0,0.0
a5_sft,eval,9e7acfb214dd58eb,0,64,0,0,16,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-8.157038600131727e-09,0.0,True,0,0,0,0.0,0.0
a5_sft,eval,6a53dd2411825857,0,64,1,8,7,False,16,16,16,1,0,0,90.2043782293982,1,85.94868779182434,0.7611276507377625,1.0,-0.030448067933321,0.07406657934188843,False,0,0,0,0.1598978042602539,0.0
