token,log,command,model,GT_heading_change,PDMS,median_PDMS,P10_PDMS,feasible,hard_failure,zero_score,oracle64,oracle_gap,CVaR20,NC,DAC,EP,TTC,Comfort,DDC,HQ_mass,Hit8,best8,pairwise_ADE,Spread_AUC,spread_ratio,pairwise_ratio,R90,effective_rank,endpoint_spread,mean_center_shift,medoid_center_shift,mean_GT_distance,D_high_quality,HQ_count,D_positive_legacy,positive_count_legacy,Hit8_legacy,mean_progress_shift,mean_lateral_shift,longitudinal_spread,lateral_spread,threshold_PDMS,threshold_above_100,CRN_score_win,CRN_safe_repair,CRN_safe_loss
23e39302332152b2,2021.09.15.14.27.22_veh-39_00038_00414,left,official_il,0.4232893825476302,92.99462131717891,92.98525876238048,92.56027026099395,1.0,0.0,0.0,94.12119489378587,1.1265735766069582,92.49774428576549,1.0,1.0,0.831870911612294,1.0,1.0,1.0,0.015625,0.125,93.4568948690438,0.17876477256651246,0.14468568704357457,1.0,1.0,0.1939341582625565,2.1169367725685273,0.32094014341561583,0.0,0.0,0.2032190586085681,,1,0.14108898321744637,38,0.125,0.0,0.0,0.12254769996840487,0.07546493917956787,93.99462131717891,False,0.0,0.0,0.0
23e39302332152b2,2021.09.15.14.27.22_veh-39_00038_00414,left,mts_8692,0.4232893825476302,92.85956568102891,92.85228115079593,92.75833480672985,1.0,0.0,0.0,93.79035346709745,0.9307877860685352,92.7351611961698,1.0,1.0,0.8286295763446939,1.0,1.0,1.0,0.0,0.0,93.06149220411237,0.09614202617053338,0.2101623576625407,1.452544214682733,0.5378130421907488,0.05384008320881101,1.1345384847804385,0.11526738983878529,0.13417042561622824,0.10634596224200077,0.1420104735396719,,0,0.2071964907413449,19,0.0,-0.05827575359727187,0.07503365345050263,0.20811330598546318,0.0275096249370013,93.99462131717891,False,0.328125,0.0,0.0
23e39302332152b2,2021.09.15.14.27.22_veh-39_00038_00414,left,mts_8751,0.4232893825476302,93.72342714399466,93.71349216073928,93.63129814895034,1.0,0.0,0.0,93.90066248715337,0.17723534315871348,93.6180349642936,1.0,1.0,0.8493622514558714,1.0,1.0,1.0,0.0,0.0,93.84542591542564,0.049487047172657554,0.040275512648299094,0.2783655624220068,0.2768277354770502,0.058738218416825534,2.56244693050807,0.07943112223050577,0.2422650390240699,0.21681965821235094,0.11314669539100157,,0,0.049487047172657554,64,0.125,0.15974428540080196,0.11170378321358296,0.034888726660452035,0.019986250994699167,93.99462131717891,False,0.984375,0.0,0.0
23e39302332152b2,2021.09.15.14.27.22_veh-39_00038_00414,left,grpo_9041,0.4232893825476302,95.53331750529054,95.53033745865253,95.10715557358073,1.0,0.0,0.0,96.69815195267164,1.1648344473810965,95.03382156894577,1.0,1.0,0.8927996201269732,1.0,1.0,1.0,1.0,1.0,96.03488045294392,0.2003997581277407,0.16349091558473666,1.129972970550284,1.1210248823110749,0.23253461221981625,2.1856637069973006,0.3446746857506806,0.7119174229306567,0.708182618679693,0.6056253720788549,0.2003997581277407,64,0.2003997581277407,64,1.0,-0.06617799287317402,0.2947194402019583,0.1448507379020842,0.07517252532948428,93.99462131717891,False,1.0,0.0,0.0
23e39302332152b2,2021.09.15.14.27.22_veh-39_00038_00414,left,apr_9145,0.4232893825476302,96.59144546524097,96.6075823154801,96.06654935623641,1.0,0.0,0.0,97.8499083859998,1.2584629207588307,95.95986214506459,1.0,1.0,0.9181946911657833,1.0,1.0,1.0,1.0,1.0,97.22926927318446,0.21771352743709355,0.17757835886633588,1.227338809351993,1.2178771259650139,0.2484168017535339,2.812847931809831,0.37531341506350846,0.9376805680880238,0.9516214010415419,0.9183527993167448,0.21771352743709355,64,0.21771352743709355,64,1.0,0.6714543178253003,-0.20824858368825688,0.15927711955099028,0.07799953056325729,93.99462131717891,False,1.0,0.0,0.0
411a748874035630,2021.06.23.15.56.12_veh-16_01308_04289,right,official_il,0.5105368329241232,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.12548225981552721,0.1018974939259124,1.0,1.0,0.15341171970957915,2.1110749552051455,0.21806726551370811,0.0,0.0,0.43266171233669826,,0,,0,0.0,0.0,0.0,0.0888203471630728,0.0493460731491241,101.0,True,0.0,0.0,0.0
411a748874035630,2021.06.23.15.56.12_veh-16_01308_04289,right,mts_8692,0.5105368329241232,4.6875,0.0,0.0,0.046875,0.953125,0.953125,100.0,95.3125,0.0,1.0,0.046875,0.046875,1.0,1.0,1.0,0.0,0.0,37.5,0.15952875001542133,0.2608091493003253,2.5595246678976653,1.2713251279499287,0.11666650700125834,1.6054756801366172,0.2797089734865417,0.3014524025640295,0.3032576631677466,0.3638628761047909,,0,,0,0.0,0.06834613362019118,-0.2327478693590047,0.25487319853082724,0.049658017138018304,101.0,True,0.0,0.0,0.953125
411a748874035630,2021.06.23.15.56.12_veh-16_01308_04289,right,mts_8751,0.5105368329241232,92.1875,100.0,100.0,0.921875,0.078125,0.078125,100.0,7.8125,61.53846153846154,1.0,0.921875,0.921875,1.0,1.0,1.0,0.0,0.0,100.0,0.0610648465204795,0.05155203876502142,0.5059205754609025,0.48664127192362944,0.07370732054738033,1.849607466264782,0.08292448397062001,0.3043985358908353,0.2907859585195988,0.3624597236258309,,0,,0,0.0,0.06401631773961429,-0.23822048943499746,0.04749540972571448,0.019519265657207626,101.0,True,0.0,0.0,0.078125
411a748874035630,2021.06.23.15.56.12_veh-16_01308_04289,right,grpo_9041,0.5105368329241232,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.1404364255659724,0.11382423586817558,1.1170464697682838,1.1191735451085234,0.17674852148036915,3.2227348141137426,0.22028909579326844,0.31224901693233137,0.3479581255060412,0.43059527951066295,,0,,0,0.0,0.10556466252073327,0.197000489099188,0.09942824410159663,0.054731005987754,101.0,True,0.0,0.0,0.0
411a748874035630,2021.06.23.15.56.12_veh-16_01308_04289,right,apr_9145,0.5105368329241232,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.1450416976234121,0.1193477568726482,1.171253112067933,1.1558741278379863,0.15575968079742444,4.201674508067266,0.21195563593209385,0.5200990938647256,0.5162432366499174,0.4373023418654044,,0,,0,0.0,0.4681909698897234,0.20678856124746442,0.10927455678343824,0.04763076361038776,101.0,True,0.0,0.0,0.0
