token,log,step,PDMS,median_PDMS,P10_PDMS,feasible,hard_failure,zero_score,oracle64,oracle_gap,CVaR20,NC,DAC,EP,TTC,Comfort,DDC,HQ_mass,Hit8,best8,pairwise_ADE,Spread_AUC,mean_center_shift
1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,0,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.12239825449367897,0.10171816602513245,0.0
1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,1330,99.97719683440658,100.0,100.0,1.0,0.0,0.0,100.0,0.022803165593415997,99.8957569572872,1.0,1.0,0.9994527240257578,1.0,1.0,1.0,0.0,0.0,100.0,0.21398885666692097,0.18250081853416006,0.49511098191817765
1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,6650,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.17433035602713795,0.14491546889255863,0.7168153029921601
1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,13300,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.1477716536572871,0.12345626210933575,0.364577338958322
1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,11970,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.14769590065170768,0.12332194162648795,0.4138448525876402
42e6895442ab5601,2021.06.09.14.50.36_veh-26_00677_00819,0,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.13219331528740455,0.11260351226375716,0.0
42e6895442ab5601,2021.06.09.14.50.36_veh-26_00677_00819,1330,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.3066052503145653,0.26068420741661325,0.44118399637727934
42e6895442ab5601,2021.06.09.14.50.36_veh-26_00677_00819,6650,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.2096379475397981,0.17810101450731752,0.3754372275930884
42e6895442ab5601,2021.06.09.14.50.36_veh-26_00677_00819,13300,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.16947069071582385,0.14436973991686453,0.4516227546052084
42e6895442ab5601,2021.06.09.14.50.36_veh-26_00677_00819,11970,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.16920381051391362,0.14401163595998556,0.5210102146044951
b23ede9a183b5b71,2021.06.09.12.06.35_veh-35_01164_01494,0,89.47066272787909,89.44399735763386,89.1638123355919,1.0,0.0,0.0,89.88346423331367,0.4128015054345866,89.130436047376,1.0,1.0,0.747295905469098,1.0,1.0,1.0,0.0,0.0,89.85517099851612,0.14823910281806732,0.12475147804442338,0.0
b23ede9a183b5b71,2021.06.09.12.06.35_veh-35_01164_01494,1330,90.45447835371816,90.41152432965652,89.86305991669595,1.0,0.0,0.0,91.22663083049086,0.7721524767727033,89.8274450751793,1.0,1.0,0.7709074804892359,1.0,1.0,1.0,0.4375,1.0,91.13031445502726,0.3705220575426609,0.3157711119073005,0.6265415915740474
b23ede9a183b5b71,2021.06.09.12.06.35_veh-35_01164_01494,6650,89.91716979234657,89.85653561326737,89.4813335384256,1.0,0.0,0.0,90.59321182025836,0.6760420279117909,89.40292506577828,1.0,1.0,0.7580120750163177,1.0,1.0,1.0,0.09375,0.5,90.46521827316874,0.25433854767747,0.2150645579328967,0.17332495223429883
b23ede9a183b5b71,2021.06.09.12.06.35_veh-35_01164_01494,13300,89.74270823804518,89.73235186377173,89.36869577468299,1.0,0.0,0.0,90.16512409911624,0.4224158610710589,89.36146476663178,1.0,1.0,0.7538249977130842,1.0,1.0,1.0,0.0,0.0,90.12595062583617,0.17509213455859035,0.14790189512073854,0.25192981901752565
b23ede9a183b5b71,2021.06.09.12.06.35_veh-35_01164_01494,11970,90.28385224828686,90.23553890395195,89.94199547759558,1.0,0.0,0.0,90.72827226387533,0.444420015588463,89.90607958212071,1.0,1.0,0.7668124539588846,1.0,1.0,1.0,0.28125,1.0,90.68211462472469,0.17825444262200044,0.15074746033579028,0.41191017529248175
759e9e451eba5b47,2021.06.14.14.25.15_veh-26_05108_05312,0,97.13302836343624,97.10356648691969,96.2513174126321,1.0,0.0,0.0,98.78986341351388,1.656835050077646,96.18662135070089,1.0,1.0,0.9311926807224697,1.0,1.0,1.0,0.09375,0.5,98.23191839753481,0.15912054234609932,0.13778814654560262,0.0
759e9e451eba5b47,2021.06.14.14.25.15_veh-26_05108_05312,1330,99.94089642923564,100.0,100.0,1.0,0.0,0.0,100.0,0.05910357076436412,99.72981224793436,1.0,1.0,0.9985815143016554,1.0,1.0,1.0,1.0,1.0,100.0,0.36127506757809225,0.3127632150344959,0.6583100535548052
759e9e451eba5b47,2021.06.14.14.25.15_veh-26_05108_05312,6650,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.22537225748655415,0.19305803591421059,0.573142881262563
759e9e451eba5b47,2021.06.14.14.25.15_veh-26_05108_05312,13300,99.9941799840626,100.0,100.0,1.0,0.0,0.0,100.0,0.005820015937402445,99.97339421285758,1.0,1.0,0.9998603196175024,1.0,1.0,1.0,1.0,1.0,100.0,0.16331367974998634,0.14034638604550148,0.6711558636408972
759e9e451eba5b47,2021.06.14.14.25.15_veh-26_05108_05312,11970,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.16862612883271946,0.1447607125871206,0.7142536527331628
2ab1b3941f7153cb,2021.06.23.15.18.10_veh-26_00165_02848,0,95.4917762949535,95.48435580695659,95.11241783695839,1.0,0.0,0.0,96.12008785981917,0.628311564865669,95.0571203705788,1.0,1.0,0.8918026310788841,1.0,1.0,1.0,0.0,0.0,95.93529534551183,0.11923474355620194,0.10279320621786757,0.0
2ab1b3941f7153cb,2021.06.23.15.18.10_veh-26_00165_02848,1330,96.25605188327503,96.22427902930053,95.69200127915555,1.0,0.0,0.0,97.30199019963302,1.04593831635799,95.63085693677793,1.0,1.0,0.9101452451986006,1.0,1.0,1.0,0.4375,1.0,97.06091891153176,0.2734682733110399,0.23673786328169408,0.439152083977535
2ab1b3941f7153cb,2021.06.23.15.18.10_veh-26_00165_02848,6650,96.81274664917414,96.84095731633211,96.34108431521594,1.0,0.0,0.0,97.36112981490311,0.5483831657289642,96.35136577917737,1.0,1.0,0.9235059195801794,1.0,1.0,1.0,0.90625,1.0,97.29262621700349,0.19905582317924675,0.1675010984222099,0.33263376731358857
2ab1b3941f7153cb,2021.06.23.15.18.10_veh-26_00165_02848,13300,96.4583822879533,96.45200999485772,96.15971655090138,1.0,0.0,0.0,96.85658468726078,0.398202399307479,96.13137593679778,1.0,1.0,0.9150011749108793,1.0,1.0,1.0,0.65625,1.0,96.77899996872455,0.14049776588573018,0.11961910183618135,0.27354437576630586
2ab1b3941f7153cb,2021.06.23.15.18.10_veh-26_00165_02848,11970,96.65386464689259,96.60306443391823,96.39599639181611,1.0,0.0,0.0,97.13124323562558,0.47737858873298933,96.32373404343909,1.0,1.0,0.919692751525422,1.0,1.0,1.0,0.90625,1.0,97.00469815072655,0.141736877889249,0.12101142088458744,0.33420139699919726
3387bab95d41528a,2021.08.31.16.37.21_veh-40_00798_00955,0,99.92822344336426,100.0,99.7540384472027,1.0,0.0,0.0,100.0,0.07177655663574001,99.6718785982366,1.0,1.0,0.9982773626407422,1.0,1.0,1.0,0.0,0.0,100.0,0.1195012191440413,0.09663661499200521,0.0
3387bab95d41528a,2021.08.31.16.37.21_veh-40_00798_00955,1330,98.25187973588613,98.17230306474308,97.32308782098401,1.0,0.0,0.0,99.78427389457147,1.5323941586853351,97.34512008555399,1.0,1.0,0.9580451136612673,1.0,1.0,1.0,0.0,0.0,99.28081106700739,0.31023030264040274,0.2467300229548428,0.324258223287602
3387bab95d41528a,2021.08.31.16.37.21_veh-40_00798_00955,6650,100.0,100.0,100.0,0.875,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.0,0.0,100.0,0.19132905434908967,0.1542611183860471,0.8128046664524626
3387bab95d41528a,2021.08.31.16.37.21_veh-40_00798_00955,13300,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.1403992115459771,0.11515831333906622,0.3434178049378491
3387bab95d41528a,2021.08.31.16.37.21_veh-40_00798_00955,11970,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.1440548497899033,0.11874839715478495,0.39341450632335817
2ae0a44cc4de5c4a,2021.06.14.13.28.41_veh-12_01779_02059,0,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.167991964446486,0.1415701714515168,0.0
2ae0a44cc4de5c4a,2021.06.14.13.28.41_veh-12_01779_02059,1330,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.2784021843299054,0.23660062165106954,0.7897114396937386
2ae0a44cc4de5c4a,2021.06.14.13.28.41_veh-12_01779_02059,6650,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.22332412916340133,0.18778473942443255,0.48447073546203684
2ae0a44cc4de5c4a,2021.06.14.13.28.41_veh-12_01779_02059,13300,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.1944101721606618,0.16352074274188866,0.5219513178756546
2ae0a44cc4de5c4a,2021.06.14.13.28.41_veh-12_01779_02059,11970,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.19019125586931368,0.160093344279716,0.6158232314040983
cc94486698ff58d1,2021.07.09.20.26.06_veh-35_02793_03289,0,92.04486319472784,92.00120108559082,91.33812689678702,1.0,0.0,0.0,93.93060005633453,1.8857368616066879,91.26528662756625,1.0,1.0,0.809076716673468,1.0,1.0,1.0,0.09375,0.5,93.0745167562224,0.13442960404730647,0.11732597482251807,0.0
cc94486698ff58d1,2021.07.09.20.26.06_veh-35_02793_03289,1330,93.85479879039457,93.75013402535184,93.12378687754108,1.0,0.0,0.0,95.44292622648811,1.5881274360935436,93.03101924532494,1.0,1.0,0.8525151709694698,1.0,1.0,1.0,0.90625,1.0,94.7916326656945,0.2928909111164655,0.2506483947302805,0.3924442488191756
cc94486698ff58d1,2021.07.09.20.26.06_veh-35_02793_03289,6650,95.59797517198277,95.75431869290355,94.9330833033858,1.0,0.0,0.0,97.16099355430948,1.5630183823267174,94.77218188735615,1.0,1.0,0.8943514041275864,1.0,1.0,1.0,1.0,1.0,96.38037630912292,0.16820971429957404,0.1437277071546131,0.6799821945867427
