pair_id,token,log,split,source,both_full_score,progress_gap_m,selection_preference_available,selector,weight_a,weight_b,evaluation_risk,selection_risk,evaluation_NC_fail,selection_NC_fail,evaluation_DAC_fail,selection_DAC_fail,evaluation_TTC_fail,selection_TTC_fail,evaluation_hard_fail,selection_hard_fail,nominal_PDMS,nominal_raw_progress,nominal_end_speed,nominal_EP,evaluation_raw_progress,evaluation_end_speed,evaluation_PDMS,comparator
a7c9e418652afd00883e,005a44fa33b55e7b,2021.10.01.13.28.54_veh-28_00094_00181,confirmation,native_within_group,True,0.19506231690374065,False,C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09753115845187033,-0.0020221130921367347,0.0,-0.1001587143080851,-0.0019541900649029387,0.0,A
a225681abb450d4481a2,005a44fa33b55e7b,2021.10.01.13.28.54_veh-28_00094_00181,confirmation,native_within_group,True,0.2670975722885274,False,C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1335487861442637,0.14039810589658952,0.0,-0.13261657514849112,0.14038468341628807,0.0,A
7e7fbbe23489e4d52ffd,008a9f9434c75b99,2021.09.14.18.43.41_veh-45_00965_01195,calibration,native_within_group,True,0.20602376117807353,False,C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10301188058903676,-0.07775562580530782,0.0,-0.10333868329938412,-0.0777645994440288,0.0,A
8e45492531279beb8564,008a9f9434c75b99,2021.09.14.18.43.41_veh-45_00965_01195,calibration,native_within_group,True,0.4996731597955488,False,C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2498365798977744,0.08904094395331752,0.0,-0.2513854827848121,0.08904307077087248,0.0,A
237427cbb8b1db22fa39,019cfd828c3f5b7c,2021.07.16.22.40.23_veh-38_00371_00797,calibration,native_within_group,False,0.17916579150828227,False,C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015604686470555018,-0.17916579150828227,-0.00024591165242782154,-0.0037451247529333154,-0.179325448077023,-0.00024229299082456635,-0.0015618591974932983,A
afe3895f8396fe93af23,019cfd828c3f5b7c,2021.07.16.22.40.23_veh-38_00371_00797,calibration,native_within_group,False,0.3418057148559086,False,C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002977003014509094,-0.3418057148559086,0.07305335268044111,-0.007144807234821693,-0.34173520624944587,0.07305721528178921,-0.0029763889102829566,A
5e3c35fd25de4d72e3f3,02ef12eeec9c5667,2021.08.17.14.32.33_veh-08_01262_01528,calibration,native_within_group,False,0.022473624168064532,False,C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002838992714750965,-0.022473624168064532,0.1671134067236757,-0.0006813582515401428,-0.02281548776421971,0.1670935129012694,-0.00028821788182320507,A
072778d02b65f2a6e1ab,02ef12eeec9c5667,2021.08.17.14.32.33_veh-08_01262_01528,calibration,native_within_group,False,0.050691639419945034,False,C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006403648736659218,-0.050691639419945034,-0.018034929657211762,-0.0015368756967982788,-0.04988345288581186,-0.01801471450246872,-0.0006301554136100007,A
f96d2caa4d9b8f91eefe,0354be0727e25157,2021.06.23.15.56.12_veh-16_01308_04289,confirmation,native_within_group,False,0.1607749765266,False,C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
9eddec3898bc72b81b2d,0354be0727e25157,2021.06.23.15.56.12_veh-16_01308_04289,confirmation,native_within_group,False,0.11370690055389687,False,C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0027608603985682656,-0.11370690055389687,0.04090640064197881,-0.006626064956563926,-0.11901310602053172,0.04079804038342294,-0.002889697720385498,A
751dea33d071f885731e,05c91985246d58a6,2021.07.09.17.06.37_veh-35_00928_02567,confirmation,native_within_group,False,0.34182425956495877,False,C,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004225697053147015,-0.17091212978247938,-0.02092841852067817,-0.01014167292755297,-0.17026624285740866,-0.020908686632691964,-0.004209727897070081,A
dac1a8a82e7610298202,05c91985246d58a6,2021.07.09.17.06.37_veh-35_00928_02567,confirmation,native_within_group,False,0.21690319609854924,False,C,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002681398908720989,-0.10845159804927462,-0.11905710771580402,-0.006435357380930151,-0.10806133224869185,-0.11908106996155565,-0.002671749827373837,A
