token,log,B_samples,real_groups,GT_PDMS,C_mean_PDMS,C_median_PDMS,C_best_PDMS,raw_best_known_safe_PDMS,HQ_threshold,Global_HQMass,Global_HQGroupHit,Best_safe_at_G,No_safe_member_group_rate,near_ceiling,B_mean_PDMS,B_feasible_rate,B_best_known_gap,Global_HQGroupHit_ci_low,Global_HQGroupHit_ci_high,Best_safe_at_G_defined_groups
23e39302332152b2,2021.09.15.14.27.22_veh-39_00038_00414,1024,128,93.68999632205893,84.56467192292925,91.04567081503068,95.39751244529666,100.0,99.0,0.0,0.0,94.74180619450752,0.0,False,83.05711638255474,0.82421875,1.2780250380952651,0.0,0.029136956273508416,128
411a748874035630,2021.06.23.15.56.12_veh-16_01308_04289,1024,128,100.0,80.31528845124643,100.0,100.0,100.0,99.0,0.5673828125,1.0,100.0,0.0,False,77.94167420878168,0.8154296875,0.0,0.9708630437264916,1.0,128
79ebfc1d85bf5a51,2021.06.09.17.23.18_veh-38_00131_00294,1024,128,80.45916924423152,51.838814476812225,73.13746003692413,95.88382994097758,96.41288474934315,95.41288474934315,0.0029296875,0.0234375,88.33786610245387,0.0,False,57.69308699685644,0.669921875,-0.3828591651085844,0.008002416396755481,0.06664374505143222,128
40808270ce205b83,2021.08.24.14.35.46_veh-45_01568_01663,1024,128,94.66077813902473,76.50257632446068,93.7447280947278,98.78850368844496,100.0,99.0,0.005859375,0.046875,97.01560452467768,0.0,False,75.183136303129,0.7919921875,0.0,0.021657844171923776,0.09849752245094322,128
86208267d61253c0,2021.06.14.18.33.41_veh-35_00488_00562,1024,128,100.0,94.29895208311407,99.16183069148252,100.0,100.0,99.0,0.47265625,1.0,99.99710542536494,0.0,False,93.97297750289874,0.9931640625,0.0,0.9708630437264916,1.0,128
f8268857204e554e,2021.10.05.06.31.40_veh-52_01598_02013,1024,128,90.58096173148544,55.74659466489978,75.49441991351797,92.88925339521668,100.0,99.0,0.0,0.0,90.90808023449398,0.0,False,58.969299176933035,0.5126953125,5.839332418951145,0.0,0.029136956273508416,128
1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,1024,128,100.0,39.55831731479038,0.0,100.0,100.0,99.0,0.2275390625,0.8671875,99.26123032881273,0.0,False,45.63063560581733,0.484375,0.0,0.7975798330550461,0.9153977146815961,128
3764407c90d65df3,2021.10.01.19.16.42_veh-28_01731_01935,1024,128,85.53626801831099,69.79962719415799,74.54991378079782,98.55514876577095,100.0,99.0,0.0185546875,0.1328125,93.94122218185123,0.0,False,68.71624668240995,0.71484375,0.0,0.08460228531840389,0.20242016694495388,128
38cfd81687975661,2021.10.01.15.32.11_veh-28_01178_01392,1024,128,94.17122171897438,88.97162168087152,92.6436641562713,97.64969867390664,100.0,99.0,0.00390625,0.03125,95.94360995910667,0.0,False,86.83206014476923,0.5791015625,0.3680487790071538,0.01221826524505338,0.07759763126136077,128
42e6895442ab5601,2021.06.09.14.50.36_veh-26_00677_00819,1024,128,100.0,65.08535409471816,89.97536804949986,100.0,100.0,99.0,0.423828125,0.984375,99.94154425534933,0.0,False,74.82477846723333,0.798828125,0.0,0.9448190233201829,0.9957045502898559,128
b34272d337d350d2,2021.10.05.07.38.12_veh-50_01085_01463,1024,128,85.49855188536917,72.21978551856459,79.2041330239042,84.6463032677704,99.7372525757677,98.7372525757677,0.0,0.0,82.33887089904117,0.0,False,66.77116950352064,0.8779296875,13.795076492918412,0.0,0.029136956273508416,128
b23ede9a183b5b71,2021.06.09.12.06.35_veh-35_01164_01494,1024,128,90.78993097800853,61.80489240595839,71.98945825613845,92.83457425042224,100.0,99.0,0.0,0.0,90.62728363853789,0.0,False,61.125334323287305,0.560546875,4.722186413760667,0.0,0.029136956273508416,128
fff951eab9f45288,2021.10.11.07.47.13_veh-50_00736_00843,1024,128,91.09308855360814,85.25165127294598,88.0525852498252,95.32183931932113,100.0,99.0,0.0,0.0,92.5688803157039,0.0,False,83.08995804968797,0.9775390625,2.9025125303874546,0.0,0.029136956273508416,128
4fa9113617d254d4,2021.07.16.22.40.23_veh-38_00818_03032,1024,128,100.0,88.53997087258031,98.32782160446554,100.0,100.0,99.0,0.4892578125,0.9921875,99.98905884401653,0.0,False,89.67981588355653,0.9375,0.0,0.9570737405611394,0.9986195681071257,128
988785170de957da,2021.06.09.12.39.51_veh-26_00055_00360,1024,128,91.99548738476734,79.13836235181373,89.01676976012041,97.92675190464058,100.0,99.0,0.0185546875,0.1328125,96.41199540571102,0.0,False,82.9013396458116,0.8759765625,0.0,0.08460228531840389,0.20242016694495388,128
