token,spearman_dGT_rknn
0056ae51961f5a18,0.8343751338006581
005a44fa33b55e7b,0.4513789279890856
006cbccbfae95262,0.6124929902901438
007505437ed45b53,0.6505387989047442
008a9f9434c75b99,0.7080720014891944
00bbc908bd5758e6,0.7050797972906353
01034b2411ce5ea0,0.6991388708519781
019cfd828c3f5b7c,0.5222712495180388
022fef6d66485384,0.8310633817514959
023664205ae95402,0.7465133736493675
025b2d4de25c5036,0.5830481059706846
0264cfbeb1705e5f,0.6998599966350595
02ef12eeec9c5667,-0.34522464754403176
0354be0727e25157,0.1805665407782001
03925cda82c35516,0.38920358693662493
03d9c9a7f1655e53,0.39775350432146805
0424e5fd9a5c5e60,0.598835720838355
046b1cc13f0d5f9d,-0.18380080263570256
0481ff72500154f2,-0.3703574345689657
04f77fbd6bf3505a,0.8202544136247751
0502652852d456e7,0.29431903388800384
0506b1697fb05337,-0.5980049406000725
053ae221b0d351f5,0.6024015493223804
05986621844f54a2,-0.7192112338401112
059fb1d0f20e58d6,-0.4381924934773095
05c91985246d58a6,0.48188220892666334
05f01335f6e15d86,0.5507214433194279
063ebdc4cd7e5bd9,0.5960074244599133
064bbfac76a95dae,-0.6153275563032002
06f781885ea25f20,0.3717231349736329
071d2ff38b4855ed,0.6670176286333106
0726ca723042500c,0.7930158539088459
073c4d0738b45047,0.5111178270532343
076f5a91273050e6,0.690022036860905
07bd6c8c7de152a6,0.4996628138576112
0827c1c05e0e5596,0.04308950084967682
089107cd2d6354e0,0.278878514497516
089b0ec6d7d35c09,0.5633586226691324
095453a7aea65260,0.6352287124315662
095770e79ccf5d82,0.12936599202546542
095eafbb5c8f5b02,0.31701132743468413
095f95bdbf1054d0,-0.16358684041965446
09961e24208b5972,0.1169535119116917
0996ce03d2325a75,0.4161834226354431
09c3d9dbca6455e5,0.6632692247394104
09d7ac879b745ba7,0.7984033780499532
0a02ef840f2d5d8e,-0.6049272091798815
0a76d212e8fe5898,0.42701752779973073
0a87bb919dbb58b6,0.06623946477416537
0b2061c2aced52de,0.2724568068638185
0b8065082f3a5b3b,0.6195690966970262
0b9f2aceebbf5003,0.3555076679714763
0bc3c50e1292529c,0.6174409595011986
0beb530925b9514b,0.6409672994734605
0c9d055f4ccc5d64,-0.7205226792318059
0cb726068f4d5c59,0.8240035943933819
0d24b5cc9f005fe0,-0.5827096128823785
0d38caf0c7c650e8,0.4885767717243339
0d9f56cc8fa15657,0.7256857654558323
0dff173b10b75b6a,-0.6086369741984186
0ee58e583be85ffb,0.48412426263025904
0eea4103d56352dd,0.48805181692872157
0f276bab4fa85df0,-0.5090264658500598
0f44c6e6440654d0,0.698581908998354
0f54c1a676a954ce,-0.27774667062863745
0fae6a22120d5bc2,0.2721815990841667
101da9987c395ba4,0.17731555520906966
1035d1c56f0f5ba9,0.6168430449105096
1090fdb8b57850f6,0.7639405771729525
113b14c30cc25989,0.6674836005686027
114a9052bd6851a2,0.6470710159370308
116b808c2f825f23,0.6646363432139144
116f3217b5875595,0.49942777891822815
117be7ce4bae59d9,-0.22829312953810924
11ceee170b09535e,-0.9060488482268815
11f415ea61f95bbb,0.2626836089471734
12115c5ca1215fb7,0.5599945745012036
121fdf5f01785268,0.05016808457343297
12264b570ba358e9,0.4984452541262185
123b77fa26425ac1,0.41749843592964125
1295232b65bf5f8d,0.1694519692663676
12ed1a1d4ae657d1,0.636284141980797
13014abb5b115ee2,0.38215789989048493
130e725a1594571f,-0.3780275767942593
1361ba1955125852,0.6751290465623687
1381f484e75c565a,0.5577921610018831
13f740d88bf75471,0.5938507876942564
14096d0f331a594a,0.3784126085262269
1499e758c6855a74,-0.7808259474492363
14b505fe90ef5fb8,-0.17093557723144165
14bd7947aab75ae6,-0.4051837669618656
14d0749e1fc85004,0.35729030234453735
1514fa6cda205491,0.5376309538551692
1526e5b224665c7e,0.5821596801332598
160a7c3cbeee5f8b,-0.7252743060671311
161154cbf4245a3d,0.09663754414593574
163693e2ba175db3,0.6793448198548321
165b4475bd6b5188,0.44372961459996735
1672f5b30038519f,0.24139920287537175
16a705e621675626,0.39000130551236356
16cf679d9cd35d85,0.7391155072771713
16ddb1838af755e3,0.5349356102400029
16ff52ac5d085cac,0.4773144107676323
172b3176b06c5658,0.2620058239341743
1734440b807a58ef,0.5215667823825748
1779dc029c945352,-0.645981377815054
17d296a87fb45380,0.5252730763852804
1819e1b106b354ad,0.7553879867586629
190b153cfd3b5302,0.7621249305920347
1971c4278e675b9d,-0.7315333660004377
1aa0acb229945e9b,0.0005374637222588503
1b064a029c0e513a,0.5187836709436722
1b1311d50d47553f,0.521878969782499
1b53682e2df854e1,0.7141124130446153
1b7a2afa56df5d20,0.6178891493793857
1bf169a6aaf65858,0.8637084403428609
1c6a5ee8a5785b0e,0.7239740253228163
1cb9fa36aea25d6a,0.8169916743907676
1cba0de871fc5bfb,0.5795763006492348
1ce58516c7675036,-0.8432435044401992
1d0a4f1f6cbd5e38,0.28416498956479136
1d10ae25c61f50c4,0.5467845639406106
1d45b9d20e9d5f92,0.8095051391795981
1dbae60fb78c532a,0.6020130313823172
1dda1a63c5735182,0.22362390425025572
1decf76c77be59c8,-0.15902235816145757
1e66e2bddb1d5b49,0.2745884771494247
1e8cca8760da5948,0.8503082998732305
1ef92a1e554b567c,-0.2968172477704898
1f22c13b337250e8,0.7319980909026423
1f37959067985e67,0.4145415364693051
1f71cdf4e4c65299,0.8044355206193647
1fe597d0fb1454dc,0.7914280470448225
21249a2d4eb25ed6,0.3635204551998527
21c8e0c8fe5f5495,0.7225267237734777
21ef5641389c54b2,0.1652480534955764
228bc7a51ce85114,0.41109175451327273
22a09b0100175b62,-0.6482993589437724
22dddd249c8e5fe4,0.45617191039991034
2314cd5f97c5596c,0.6915883889102932
2320cdddd8465622,-0.9071166893937511
23724912b8f153f0,0.43774639935370196
23ba8f4aee055e34,-0.1938930048759022
23c842d3f001597a,0.2013936750550691
23cb188abddf5851,0.4583436121108957
23e39302332152b2,0.5887044406059933
244f412a59375c65,0.34138879328371724
248aeb1af182529b,0.6084140200044847
24ab9ae0499950e9,0.43680117529957163
24d4a97bf17f5883,0.9587363970072842
24fab0f19fd35cd6,0.008365444812697688
253b856b49ef52d2,0.7064468943037524
25652aabb1615c8d,0.4840886577779958
2581d16dc1aa557e,0.4078422330048548
25822d3d04305af8,-0.03800222954100796
26043d2de718532d,0.33562405345163193
2617f0cd70705817,0.7239583134661631
2639525675535145,0.4972592729493233
26dfdbfcecfe50bd,0.42199482203561123
26e0f72c031b5f07,-0.4795151297313294
277898ef740c5ab1,0.6155154925618387
278907212b495e23,-0.3461140678226834
279ff8e3850c54e2,0.7091217974703609
288f0194b6d45858,0.37683359846339354
289087a782995ef0,0.6473702414527952
28b79e32839a543b,0.12336233574622696
28c5133d23575e81,-0.16494378669656315
293fd2580df350a8,0.2047219863892807
296345c58a77547f,0.535265773380875
29b53c57c19b57fe,0.5032584853098904
29c1d95389d45573,0.5466718152417772
2a2403c9b08b53ac,0.08067042241348926
2ab1b3941f7153cb,0.8416483344144968
2ad520fb925f5ace,0.8069361613749757
2ae0a44cc4de5c4a,0.5625666001197326
2ae8ac90c0ae5c8d,0.2390577599717772
2af1778054cf51a4,0.26847245434865036
2b07bad4bce156cd,0.5872215032966788
2b2663b56a6555a2,-0.08742343900343506
2b62f0fd336e5ce1,0.7902598687967584
2b6a3141bbd95909,0.39064368336046446
2b9bcbd586b55042,-0.2681382811224725
2bdd7e6fdc0e5977,0.5152462944466106
2c274b54e82b55e7,0.36367813383130404
2c76b8e2d1d85701,0.5613092763023542
2c772a570884587c,0.5480983202148432
2c87600ce5a15f76,0.6958640336618785
2ce54722e81a5726,0.5382218251062743
2ce59f70a15b5ddf,0.45702068642859006
2d1c26e4b5895e96,0.2604773591384565
2d6b6f9cbf895767,0.1463088773109238
2db045daf25c5bb7,0.03376107248744189
2dd169c11ca55cf5,0.5746930775668773
2e2bb8bb71265998,0.8087221752211919
2e94974489245ae6,-0.24140398231288826
2e976da85a8b5e5b,0.5920527426549645
2eaf758421aa5190,0.4559803223853512
2f4462b637dc5044,0.06129203172223647
2f7f18f806515128,0.8086099314655518
2f875dc108ed572f,0.6997006225344529
2fbab9ffc3fe5a5d,0.7049531859778532
2fd40c15042e53d4,0.93626983064086
305b1bf4e7f45522,0.4945861550535973
30e1141fbb1e5009,0.6238521143988947
312f7d68b7845c0f,0.3061125875816514
