token,feasibility,q_threshold,count,coverage,best_PDMS,top4_PDMS,global_oracle,compatibility_tax
23e39302332152b2,conservative,50.0,26,True,93.45668466896666,93.36628816308506,97.3440617817206,3.8873771127539385
23e39302332152b2,conservative,60.0,30,True,93.45668466896666,93.36628816308506,97.3440617817206,3.8873771127539385
23e39302332152b2,conservative,70.0,33,True,93.45668466896666,93.36628816308506,97.3440617817206,3.8873771127539385
23e39302332152b2,conservative,80.0,38,True,93.45668466896666,93.40780520296512,97.3440617817206,3.8873771127539385
23e39302332152b2,conservative,90.0,46,True,93.45668466896666,93.44236753944475,97.3440617817206,3.8873771127539385
23e39302332152b2,conservative,95.0,60,True,93.55198611032073,93.53425329047494,97.3440617817206,3.7920756713998713
23e39302332152b2,conservative,97.5,73,True,93.65932114032583,93.61588109612984,97.3440617817206,3.684740641394768
23e39302332152b2,conservative,100.0,192,True,97.3440617817206,97.22602945548694,97.3440617817206,0.0
23e39302332152b2,structural,50.0,26,True,93.45668466896666,93.36628816308506,97.3440617817206,3.8873771127539385
23e39302332152b2,structural,60.0,30,True,93.45668466896666,93.36628816308506,97.3440617817206,3.8873771127539385
23e39302332152b2,structural,70.0,33,True,93.45668466896666,93.36628816308506,97.3440617817206,3.8873771127539385
23e39302332152b2,structural,80.0,38,True,93.45668466896666,93.40780520296512,97.3440617817206,3.8873771127539385
23e39302332152b2,structural,90.0,46,True,93.45668466896666,93.44236753944475,97.3440617817206,3.8873771127539385
23e39302332152b2,structural,95.0,60,True,93.55198611032073,93.53425329047494,97.3440617817206,3.7920756713998713
23e39302332152b2,structural,97.5,73,True,93.65932114032583,93.61588109612984,97.3440617817206,3.684740641394768
23e39302332152b2,structural,100.0,192,True,97.3440617817206,97.22602945548694,97.3440617817206,0.0
411a748874035630,conservative,50.0,11,True,100.0,100.0,100.0,0.0
411a748874035630,conservative,60.0,16,True,100.0,100.0,100.0,0.0
411a748874035630,conservative,70.0,24,True,100.0,100.0,100.0,0.0
411a748874035630,conservative,80.0,27,True,100.0,100.0,100.0,0.0
411a748874035630,conservative,90.0,28,True,100.0,100.0,100.0,0.0
411a748874035630,conservative,95.0,28,True,100.0,100.0,100.0,0.0
411a748874035630,conservative,97.5,42,True,100.0,100.0,100.0,0.0
411a748874035630,conservative,100.0,169,True,100.0,100.0,100.0,0.0
411a748874035630,structural,50.0,11,True,100.0,100.0,100.0,0.0
411a748874035630,structural,60.0,16,True,100.0,100.0,100.0,0.0
411a748874035630,structural,70.0,24,True,100.0,100.0,100.0,0.0
411a748874035630,structural,80.0,27,True,100.0,100.0,100.0,0.0
411a748874035630,structural,90.0,28,True,100.0,100.0,100.0,0.0
411a748874035630,structural,95.0,28,True,100.0,100.0,100.0,0.0
411a748874035630,structural,97.5,42,True,100.0,100.0,100.0,0.0
411a748874035630,structural,100.0,169,True,100.0,100.0,100.0,0.0
79ebfc1d85bf5a51,conservative,50.0,15,True,84.36103736599672,84.25195597780913,85.79086008953439,1.4298227235376686
79ebfc1d85bf5a51,conservative,60.0,16,True,84.36103736599672,84.25195597780913,85.79086008953439,1.4298227235376686
79ebfc1d85bf5a51,conservative,70.0,20,True,84.36103736599672,84.26670242870935,85.79086008953439,1.4298227235376686
79ebfc1d85bf5a51,conservative,80.0,22,True,84.36103736599672,84.26670242870935,85.79086008953439,1.4298227235376686
79ebfc1d85bf5a51,conservative,90.0,30,True,84.61695686895993,84.42748519543115,85.79086008953439,1.1739032205744593
79ebfc1d85bf5a51,conservative,95.0,32,True,84.61695686895993,84.42748519543115,85.79086008953439,1.1739032205744593
79ebfc1d85bf5a51,conservative,97.5,32,True,84.61695686895993,84.42748519543115,85.79086008953439,1.1739032205744593
79ebfc1d85bf5a51,conservative,100.0,188,True,85.79086008953439,85.6755826168837,85.79086008953439,0.0
79ebfc1d85bf5a51,structural,50.0,15,True,84.36103736599672,84.25195597780913,85.79086008953439,1.4298227235376686
79ebfc1d85bf5a51,structural,60.0,16,True,84.36103736599672,84.25195597780913,85.79086008953439,1.4298227235376686
79ebfc1d85bf5a51,structural,70.0,20,True,84.36103736599672,84.26670242870935,85.79086008953439,1.4298227235376686
79ebfc1d85bf5a51,structural,80.0,22,True,84.36103736599672,84.26670242870935,85.79086008953439,1.4298227235376686
79ebfc1d85bf5a51,structural,90.0,30,True,84.61695686895993,84.42748519543115,85.79086008953439,1.1739032205744593
79ebfc1d85bf5a51,structural,95.0,32,True,84.61695686895993,84.42748519543115,85.79086008953439,1.1739032205744593
79ebfc1d85bf5a51,structural,97.5,32,True,84.61695686895993,84.42748519543115,85.79086008953439,1.1739032205744593
79ebfc1d85bf5a51,structural,100.0,188,True,85.79086008953439,85.6755826168837,85.79086008953439,0.0
40808270ce205b83,conservative,50.0,12,True,95.92894305425149,95.81982868475882,97.44613336186157,1.517190307610079
40808270ce205b83,conservative,60.0,21,True,95.96708957015406,95.92467484315597,97.44613336186157,1.479043791707511
40808270ce205b83,conservative,70.0,23,True,95.96708957015406,95.92467484315597,97.44613336186157,1.479043791707511
40808270ce205b83,conservative,80.0,26,True,95.96708957015406,95.92467484315597,97.44613336186157,1.479043791707511
40808270ce205b83,conservative,90.0,28,True,95.96708957015406,95.92467484315597,97.44613336186157,1.479043791707511
40808270ce205b83,conservative,95.0,30,True,95.96708957015406,95.92467484315597,97.44613336186157,1.479043791707511
40808270ce205b83,conservative,97.5,31,True,95.96708957015406,95.92467484315597,97.44613336186157,1.479043791707511
40808270ce205b83,conservative,100.0,192,True,97.44613336186157,97.39351762238138,97.44613336186157,0.0
40808270ce205b83,structural,50.0,12,True,95.92894305425149,95.81982868475882,97.44613336186157,1.517190307610079
40808270ce205b83,structural,60.0,21,True,95.96708957015406,95.92467484315597,97.44613336186157,1.479043791707511
40808270ce205b83,structural,70.0,23,True,95.96708957015406,95.92467484315597,97.44613336186157,1.479043791707511
40808270ce205b83,structural,80.0,26,True,95.96708957015406,95.92467484315597,97.44613336186157,1.479043791707511
40808270ce205b83,structural,90.0,28,True,95.96708957015406,95.92467484315597,97.44613336186157,1.479043791707511
