token,feasibility,best_core,best_boundary,boundary_headroom,boundary_gain_over_reference
23e39302332152b2,conservative,93.45668466896666,93.55198611032073,0.09530144135406715,0.6628101481734205
23e39302332152b2,structural,93.45668466896666,93.55198611032073,0.09530144135406715,0.6628101481734205
411a748874035630,conservative,100.0,100.0,0.0,0.0
411a748874035630,structural,100.0,100.0,0.0,0.0
79ebfc1d85bf5a51,conservative,84.36103736599672,84.61695686895993,0.2559195029632093,1.4512455452094173
79ebfc1d85bf5a51,structural,84.36103736599672,84.61695686895993,0.2559195029632093,1.4512455452094173
40808270ce205b83,conservative,95.92894305425149,95.96708957015406,0.03814651590256801,0.5199280879871111
40808270ce205b83,structural,95.92894305425149,95.96708957015406,0.03814651590256801,0.5199280879871111
86208267d61253c0,conservative,100.0,100.0,0.0,0.0
86208267d61253c0,structural,100.0,100.0,0.0,0.0
f8268857204e554e,conservative,90.8671696124689,91.00418491717717,0.13701530470827095,0.5222688726973956
f8268857204e554e,structural,90.8671696124689,91.00418491717717,0.13701530470827095,0.5222688726973956
1bf169a6aaf65858,conservative,100.0,100.0,0.0,0.0
1bf169a6aaf65858,structural,100.0,100.0,0.0,0.0
3764407c90d65df3,conservative,89.36374503971956,90.23770939258003,0.8739643528604688,2.6231145517582775
3764407c90d65df3,structural,89.36374503971956,90.23770939258003,0.8739643528604688,2.6231145517582775
38cfd81687975661,conservative,94.85557002714896,94.94377573397784,0.08820570682888729,0.47286218182506445
38cfd81687975661,structural,94.85557002714896,94.94377573397784,0.08820570682888729,0.47286218182506445
42e6895442ab5601,conservative,100.0,100.0,0.0,0.0
42e6895442ab5601,structural,100.0,100.0,0.0,0.0
b34272d337d350d2,conservative,80.54611891527315,80.92578349392919,0.3796645786560333,0.8492610834324807
b34272d337d350d2,structural,80.54611891527315,80.92578349392919,0.3796645786560333,0.8492610834324807
b23ede9a183b5b71,conservative,89.93976518757415,89.87125974455884,-0.06850544301531158,0.6092254655948324
b23ede9a183b5b71,structural,89.93976518757415,89.87125974455884,-0.06850544301531158,0.6092254655948324
fff951eab9f45288,conservative,90.99406540639015,91.35012896862543,0.3560635622352777,0.8326833066331858
fff951eab9f45288,structural,90.99406540639015,91.35012896862543,0.3560635622352777,0.8326833066331858
4fa9113617d254d4,conservative,100.0,100.0,0.0,0.0
4fa9113617d254d4,structural,100.0,100.0,0.0,0.0
988785170de957da,conservative,93.74424352188329,94.16265779426843,0.4184142723851352,1.4884617034192473
988785170de957da,structural,93.74424352188329,94.16265779426843,0.4184142723851352,1.4884617034192473
046b1cc13f0d5f9d,conservative,100.0,100.0,0.0,0.0
046b1cc13f0d5f9d,structural,100.0,100.0,0.0,0.0
d7fbd35a0f315447,conservative,97.23294297506413,96.77930802486605,-0.4536349501980794,0.35389782836122663
d7fbd35a0f315447,structural,97.23294297506413,96.77930802486605,-0.4536349501980794,0.35389782836122663
951957b841e05cfa,conservative,88.76254344827001,90.10920292938106,1.3466594811110468,2.5455300434117447
951957b841e05cfa,structural,88.76254344827001,90.10920292938106,1.3466594811110468,2.5455300434117447
61db822891625c3b,conservative,92.23039303655004,92.1656821704729,-0.06471086607713517,0.8112125505554673
61db822891625c3b,structural,92.23039303655004,92.1656821704729,-0.06471086607713517,0.8112125505554673
759e9e451eba5b47,conservative,97.77831162010261,98.13034648843836,0.3520348683357497,1.9265789518279774
759e9e451eba5b47,structural,97.77831162010261,98.13034648843836,0.3520348683357497,1.9265789518279774
9c05edf9d6e85716,conservative,94.80712476888829,95.12646762187754,0.31934285298925147,5.752151349698792
9c05edf9d6e85716,structural,94.80712476888829,95.12646762187754,0.31934285298925147,5.752151349698792
467bbee636b65c84,conservative,91.19173389001323,91.78979585391667,0.5980619639034472,4.023565148357193
467bbee636b65c84,structural,91.19173389001323,91.78979585391667,0.5980619639034472,4.023565148357193
