run,token,split,old_core_count,old_core_retained_fraction,current_R_spread,R_spread_ratio,R_center_shift
sft_final_seed1701,23e39302332152b2,train,26,0.9615384615384616,0.1363159865140915,1.017963171005249,0.04359012842178345
sft_final_seed1701,411a748874035630,train,11,1.0,0.11205245554447174,0.972186803817749,0.04952989146113396
sft_final_seed1701,79ebfc1d85bf5a51,holdout,15,0.9333333333333333,0.09131154417991638,1.0494502782821655,0.02460373565554619
sft_final_seed1701,40808270ce205b83,train,12,0.8333333333333334,0.10559946298599243,0.8984513878822327,0.1291818618774414
sft_final_seed1701,86208267d61253c0,holdout,13,0.9230769230769231,0.12170563638210297,1.057267665863037,0.05210806056857109
sft_final_seed1701,f8268857204e554e,train,20,0.95,0.12095163017511368,0.9273678064346313,0.050207529217004776
sft_final_seed1701,1bf169a6aaf65858,train,13,1.0,0.09556197375059128,0.9062417149543762,0.023475879803299904
sft_final_seed1701,3764407c90d65df3,train,17,1.0,0.06964708119630814,0.8007531762123108,0.03541574999690056
sft_final_seed1701,38cfd81687975661,holdout,17,0.9411764705882353,0.1457396149635315,1.0848637819290161,0.08667270094156265
sft_final_seed1701,42e6895442ab5601,holdout,15,0.6,0.10542304813861847,1.0895421504974365,0.07923287153244019
sft_final_seed1701,b34272d337d350d2,train,18,0.0,0.10494151711463928,1.0083283185958862,0.5447062253952026
sft_final_seed1701,b23ede9a183b5b71,holdout,15,0.8,0.13838715851306915,0.9707739353179932,0.06809510290622711
sft_final_seed1701,fff951eab9f45288,train,10,1.0,0.09109515696763992,1.0401214361190796,0.04238135367631912
sft_final_seed1701,4fa9113617d254d4,train,16,1.0,0.10203421115875244,0.768174946308136,0.0809030756354332
sft_final_seed1701,988785170de957da,train,16,0.9375,0.1086961179971695,1.1135053634643555,0.038426902145147324
sft_final_seed1701,046b1cc13f0d5f9d,holdout,18,1.0,0.11010128259658813,1.026987075805664,0.00962574128061533
sft_final_seed1701,d7fbd35a0f315447,train,21,1.0,0.09358544647693634,0.8983054161071777,0.027496272698044777
sft_final_seed1701,951957b841e05cfa,train,9,1.0,0.11677772551774979,0.9125256538391113,0.04378066211938858
sft_final_seed1701,61db822891625c3b,train,15,0.26666666666666666,0.11942396312952042,0.9199160933494568,0.053712327033281326
sft_final_seed1701,759e9e451eba5b47,train,21,0.8095238095238095,0.1364603340625763,0.9287304878234863,0.14107194542884827
sft_final_seed1701,9c05edf9d6e85716,train,14,1.0,0.15053826570510864,0.9735507369041443,0.031115617603063583
sft_final_seed1701,467bbee636b65c84,train,19,0.9473684210526315,0.12720531225204468,0.9724828004837036,0.02757667750120163
sft_final_seed1701,4f6409df56a85592,train,18,1.0,0.08271383494138718,0.8735621571540833,0.010418585501611233
sft_final_seed1701,16ddb1838af755e3,train,21,0.6190476190476191,0.10695425420999527,0.9335721135139465,0.16435018181800842
sft_final_seed1701,2ce59f70a15b5ddf,train,14,1.0,0.11836522817611694,0.9123367667198181,0.015977364033460617
sft_final_seed1701,461fb854eaa3583e,train,11,0.6363636363636364,0.18342915177345276,1.061261773109436,0.29671552777290344
sft_final_seed1701,8b800af555d35794,holdout,15,0.6666666666666666,0.10644128918647766,1.055785059928894,0.06639860570430756
sft_final_seed1701,2ab1b3941f7153cb,holdout,21,1.0,0.10652162879705429,0.9491903781890869,0.027462579309940338
sft_final_seed1701,4bc510a669d8549f,holdout,15,1.0,0.10394556075334549,0.8970330953598022,0.047566525638103485
sft_final_seed1701,3387bab95d41528a,holdout,16,0.0,0.08662263303995132,0.8905432224273682,0.24091149866580963
sft_final_seed1701,e5acc98f52f458cc,holdout,18,0.7777777777777778,0.11088038235902786,0.8859427571296692,0.13156014680862427
sft_final_seed1701,3e9026530c475726,train,16,0.9375,0.11410368978977203,0.9217498302459717,0.18534885346889496
sft_final_seed1701,2ae0a44cc4de5c4a,train,17,0.8823529411764706,0.13599437475204468,1.0757423639297485,0.12873178720474243
sft_final_seed1701,cc94486698ff58d1,holdout,13,0.9230769230769231,0.1104213148355484,0.9062505960464478,0.03240986913442612
sft_final_seed1701,969763763ce754a4,train,17,0.29411764705882354,0.10211370885372162,0.9674468040466309,0.05325939506292343
sft_final_seed1701,ff6ab495a139534e,train,23,0.6086956521739131,0.09586822241544724,1.0204949378967285,0.06606229394674301
sft_final_seed1701,70248e0bb43a503b,train,16,0.9375,0.12361864000558853,1.0369691848754883,0.1387692391872406
sft_final_seed1701,2a2403c9b08b53ac,holdout,16,1.0,0.1515866369009018,0.9845064878463745,0.027317337691783905
sft_final_seed1701,854169aa74e95251,train,18,0.8888888888888888,0.12216618657112122,0.8754769563674927,0.08439850062131882
sft_final_seed1701,93a9927586995095,train,7,1.0,0.08051905035972595,0.8874332308769226,0.03310749679803848
sft_final_seed1701,af62d866653053f6,train,14,0.5714285714285714,0.09640885144472122,0.9824221730232239,0.15875443816184998
sft_final_seed1701,17d296a87fb45380,train,20,0.85,0.12408821284770966,1.0275486707687378,0.1437748521566391
sft_final_seed1701,5370751917315916,train,13,1.0,0.0993647649884224,0.9080289602279663,0.053111687302589417
sft_final_seed1701,adaf33e4ba555709,train,17,0.7058823529411765,0.1101127415895462,0.9696639180183411,0.14041142165660858
sft_final_seed1701,1aa0acb229945e9b,train,15,0.8,0.1137896329164505,0.9469219446182251,0.071449413895607
sft_final_seed1701,fad9e78a17825042,holdout,10,0.4,0.15023523569107056,1.0207396745681763,0.21307501196861267
sft_final_seed1701,4eaf32face4b5ece,train,16,0.125,0.1052461639046669,0.9493020176887512,0.1673513799905777
sft_final_seed1701,2db045daf25c5bb7,train,13,0.07692307692307693,0.12124257534742355,0.8915045261383057,0.2984134256839752
sft_final_seed1701,b23f3d728c08529f,holdout,16,0.8125,0.13791820406913757,1.0334782600402832,0.05790352076292038
sft_final_seed1701,dc76a771066b5553,holdout,21,1.0,0.11066928505897522,0.8897360563278198,0.13866789638996124
sft_final_seed1701,d76b0458667c59a2,train,19,0.8947368421052632,0.04410970211029053,0.9142136573791504,0.023796433582901955
sft_final_seed1701,8cf3b1868b2f5262,train,15,1.0,0.12588895857334137,0.8786471486091614,0.022213879972696304
sft_final_seed1701,990bd9b32e5d5f60,train,18,0.8888888888888888,0.12119195610284805,0.8497118353843689,0.0359436459839344
sft_final_seed1701,6320ecb991675a39,holdout,14,0.7142857142857143,0.10589436441659927,0.928602933883667,0.15509061515331268
sft_final_seed1701,66243e185353563a,train,17,0.6470588235294118,0.10422500967979431,0.8931795954704285,0.17287635803222656
sft_final_seed1701,cde84b97e6505437,train,17,0.9411764705882353,0.11645973473787308,0.851049542427063,0.028848711401224136
sft_final_seed1701,d968f9c81b945be1,train,15,1.0,0.12311579287052155,0.9537297487258911,0.03894731029868126
sft_final_seed1701,0a87bb919dbb58b6,holdout,11,0.9090909090909091,0.09295941144227982,0.8669945597648621,0.028626441955566406
sft_final_seed1701,fe5811497ace53af,train,19,0.8421052631578947,0.12717002630233765,0.9992619752883911,0.03612355887889862
sft_final_seed1701,1734440b807a58ef,train,15,0.26666666666666666,0.10936543345451355,0.9852840900421143,0.2143755853176117
sft_final_seed1701,480434fc72d455af,train,10,0.8,0.10935574769973755,1.0406429767608643,0.14526262879371643
sft_final_seed1701,cb8e247140d55ab2,train,16,0.625,0.11480176448822021,1.0117743015289307,0.08483907580375671
sft_final_seed1701,095770e79ccf5d82,train,19,0.8947368421052632,0.1273306906223297,0.9233077168464661,0.12039003521203995
sft_final_seed1701,d7f25a0ac141583a,train,17,0.7058823529411765,0.11615017056465149,1.0872304439544678,0.17776693403720856
sft_final_seed1701,4b0df2804f165dda,train,23,0.9565217391304348,0.14721335470676422,0.9907774925231934,0.029537318274378777
sft_final_seed1701,ab6ba1da1dd8592b,train,20,0.55,0.12863977253437042,1.1463453769683838,0.12782126665115356
sft_final_seed1701,3feb7781f83754a7,train,18,1.0,0.12542422115802765,0.9733281135559082,0.038893699645996094
sft_final_seed1701,6f471ee76c595c92,holdout,15,0.7333333333333333,0.10232219845056534,0.8545824885368347,0.0161952693015337
sft_final_seed1701,32516745ea1b59ef,holdout,21,0.9523809523809523,0.11814332008361816,0.9125102758407593,0.09330333024263382
sft_final_seed1701,a65dd6d24f575771,train,13,1.0,0.10467596352100372,0.8458724617958069,0.04877077043056488
sft_final_seed1701,9ce305abb88f5ad0,train,14,0.9285714285714286,0.10253029316663742,0.8496726155281067,0.0937371701002121
sft_final_seed1701,7af6867add5b5f2c,train,21,0.23809523809523808,0.12622001767158508,0.9382172226905823,0.2873463034629822
sft_final_seed1701,b65e09c4d8125da0,train,15,0.26666666666666666,0.09587395191192627,0.9235595464706421,0.1525813639163971
sft_final_seed1701,cbe1e93e188f5490,train,15,0.9333333333333333,0.1495911329984665,0.8389853835105896,0.07371632009744644
sft_final_seed1701,6ca6a1a4f3dc5d85,holdout,10,1.0,0.10319402068853378,0.8864361047744751,0.03453733026981354
sft_final_seed1701,0ee58e583be85ffb,train,15,1.0,0.12147045135498047,0.898258626461029,0.013567429035902023
sft_final_seed1701,a28a2771a9fa5c1d,train,12,0.9166666666666666,0.10126525908708572,0.9843889474868774,0.07398542761802673
sft_final_seed1701,488e4248a8985e5a,train,19,1.0,0.10012166202068329,0.9060471057891846,0.044013261795043945
sft_final_seed1701,0beb530925b9514b,train,21,0.8571428571428571,0.11511977016925812,0.9724098443984985,0.025951534509658813
sft_final_seed1701,29b53c57c19b57fe,train,18,0.8333333333333334,0.0966978669166565,0.9789149761199951,0.09065454453229904
sft_final_seed1701,2639525675535145,holdout,16,1.0,0.13350950181484222,0.935239851474762,0.12472988665103912
sft_final_seed1701,9a83782a2cf85611,train,14,0.35714285714285715,0.14027579128742218,1.0123014450073242,0.20922166109085083
sft_final_seed1701,cd01f21ff39d541a,holdout,15,1.0,0.07678884267807007,1.0070240497589111,0.01509137637913227
sft_final_seed1701,facaaf8c0e8c5c65,train,17,0.5882352941176471,0.10218450427055359,0.9125658869743347,0.19978292286396027
sft_final_seed1701,88757fb00fda507b,train,16,0.0,0.10285105556249619,0.896080493927002,0.14933286607265472
sft_final_seed1701,e9f4daa7d910568c,holdout,15,1.0,0.14505550265312195,0.827947199344635,0.09660632163286209
sft_final_seed1701,d6bb0cea4dbd5b44,train,15,0.7333333333333333,0.1143118217587471,0.952124834060669,0.12199266254901886
sft_final_seed1701,efad2708409b5834,holdout,15,0.9333333333333333,0.07676377147436142,0.8687916398048401,0.07312282919883728
sft_final_seed1701,3a4cfdd4bfa55a5e,holdout,15,1.0,0.10785021632909775,0.9813635945320129,0.03350277245044708
sft_final_seed1701,e926ec6a69cc575c,train,14,0.8571428571428571,0.11796852201223373,0.9921173453330994,0.08807559311389923
sft_final_seed1701,b6093d9c703e54b1,train,19,1.0,0.15693071484565735,1.0112085342407227,0.022304585203528404
sft_final_seed1701,d58eb13402485ae7,train,18,0.8888888888888888,0.14757351577281952,1.0892242193222046,0.07076741009950638
sft_final_seed1701,f1aa5d5ed7c65114,holdout,17,0.8823529411764706,0.1551705002784729,0.8924527168273926,0.16569973528385162
sft_final_seed1701,4ea3d4068eda5cc5,train,22,0.6363636363636364,0.12584514915943146,0.9694232940673828,0.18732619285583496
sft_final_seed1701,6c0dbda0d8e45ae9,holdout,22,1.0,0.11597602069377899,0.8594983816146851,0.02235576882958412
sft_final_seed1701,b4322d76ebf8569f,holdout,12,0.8333333333333334,0.13995547592639923,0.942152738571167,0.09860694408416748
sft_final_seed1701,acfc271e3c3d58fa,holdout,15,0.13333333333333333,0.18345417082309723,0.9040542840957642,0.46566954255104065
sft_final_seed1701,b222df74b8155735,train,24,0.9166666666666666,0.2052682638168335,1.0388858318328857,0.13075733184814453
sft_final_seed1701,415d6cd62f3b5c1c,train,15,0.26666666666666666,0.11036594212055206,0.9445011019706726,0.23418161273002625
sft_final_seed1701,b28e9b2fa67452a7,train,9,1.0,0.1449660360813141,0.9602887630462646,0.0689636692404747
sft_final_seed1701,bd8dea7f7efc5343,train,19,0.5789473684210527,0.12459859251976013,1.038710355758667,0.02650107815861702
sft_final_seed1701,8224627048195e4f,train,14,1.0,0.10007989406585693,0.911770761013031,0.013943249359726906
sft_final_seed1701,3225bfcbea245dd7,train,21,1.0,0.1528862714767456,1.0065258741378784,0.02482118271291256
sft_final_seed1701,114a9052bd6851a2,train,15,0.0,0.10857073217630386,0.9945645928382874,0.2664357125759125
sft_final_seed1701,f80fe289f8135602,holdout,13,0.7692307692307693,0.10800398886203766,1.083884835243225,0.17345105111598969
sft_final_seed1701,983b7ed08a4b5a88,train,17,1.0,0.13263006508350372,0.9345921874046326,0.06363587826490402
sft_final_seed1701,34dd4c6fb6245b9a,train,15,0.9333333333333333,0.12237753719091415,0.9397051930427551,0.05244283005595207
sft_final_seed1701,5895d1e3cb355fb9,train,13,0.7692307692307693,0.1194934993982315,0.8781067728996277,0.1281433254480362
sft_final_seed1701,14b505fe90ef5fb8,train,19,0.8947368421052632,0.0784466490149498,0.9337490797042847,0.011486451141536236
sft_final_seed1701,1ce58516c7675036,holdout,21,0.047619047619047616,0.12723293900489807,1.0257092714309692,0.31124359369277954
sft_final_seed1701,b1e88b8722105d53,holdout,11,0.36363636363636365,0.10215168446302414,0.9338919520378113,0.01766953617334366
sft_final_seed1701,410fac99463459e6,train,15,0.8,0.09490612149238586,1.0549668073654175,0.038783568888902664
sft_final_seed1701,5207306ed1a05de8,holdout,20,0.55,0.03500998765230179,0.9819773435592651,0.03870905935764313
sft_final_seed1701,8ba3bff293265674,train,18,0.7777777777777778,0.09165143966674805,1.044122338294983,0.02626834250986576
sft_final_seed1701,69560676d53a56c9,train,19,0.0,0.10126295685768127,0.9581491351127625,0.32207000255584717
sft_final_seed1701,cef0adbb58ad5ca1,train,17,1.0,0.11617350578308105,0.8346092700958252,0.04348353296518326
sft_final_seed1701,c5dcabed55395a6e,train,11,1.0,0.12560094892978668,0.9537150263786316,0.06651058048009872
sft_final_seed1701,8b839595c4105c65,train,20,0.9,0.10099484771490097,0.8959685564041138,0.07103915512561798
sft_final_seed1701,f32a0e56a5b75884,train,11,0.8181818181818182,0.15172339975833893,0.9640413522720337,0.10191312432289124
sft_final_seed1701,972eb434cfd159e8,train,17,1.0,0.09556074440479279,1.0546026229858398,0.011305857449769974
sft_final_seed1701,505c44ea52485f9d,holdout,18,0.8333333333333334,0.11693981289863586,0.9162001609802246,0.11040398478507996
sft_final_seed1701,c0b07b38110a556f,train,15,1.0,0.06863592565059662,0.8224846124649048,0.03377267345786095
sft_final_seed1701,7fe310f364355e2d,train,13,0.46153846153846156,0.1619497835636139,1.0839347839355469,0.1838165521621704
sft_final_seed1701,efdd48896e7a5f15,train,14,1.0,0.1425219625234604,0.9107245206832886,0.04321284592151642
sft_final_seed1701,e47d448a999b5595,train,16,0.5625,0.09205694496631622,0.9222644567489624,0.03749316930770874
sft_final_seed1701,6c0b6e4fdf005a81,holdout,14,1.0,0.17179995775222778,1.0104635953903198,0.021203475072979927
sft_final_seed1701,071d2ff38b4855ed,holdout,11,1.0,0.08993621170520782,0.9027334451675415,0.05991695076227188
sft_final_seed1701,b450f88783c15dea,train,15,0.6666666666666666,0.10614490509033203,0.8678197264671326,0.07663150131702423
sft_final_seed1701,7b3902956ebc561d,train,13,0.9230769230769231,0.16462309658527374,0.8699113130569458,0.21546433866024017
sft_final_seed1701,dc73cea57e105ebd,train,11,1.0,0.10406161099672318,1.0480667352676392,0.034307390451431274
sft_final_seed1701,b87bd020396b5670,train,17,0.8823529411764706,0.17050746083259583,0.9387108087539673,0.027179794386029243
sft_final_seed1701,ba1a894e5a6350d2,train,20,1.0,0.11105844378471375,0.9639526009559631,0.016817698255181313
sft_final_seed1701,ddbfb3b2a05c5918,train,16,0.75,0.1439102590084076,0.9969839453697205,0.08969555050134659
sft_final_seed1701,a93ffd0f36b65714,holdout,15,0.9333333333333333,0.10836683213710785,0.9747977256774902,0.044884853065013885
sft_final_seed1701,2b2663b56a6555a2,holdout,19,1.0,0.139451801776886,1.09434175491333,0.11197513341903687
sft_final_seed1701,f9b32e71bedb5996,train,15,0.7333333333333333,0.1129009947180748,0.9443935751914978,0.10809685289859772
sft_final_seed1701,886df3cce3a95a83,train,15,0.26666666666666666,0.09826178103685379,1.0669447183609009,0.029073871672153473
sft_final_seed1701,160a7c3cbeee5f8b,holdout,12,1.0,0.12098338454961777,0.8166970014572144,0.05150816589593887
sft_final_seed1701,24fab0f19fd35cd6,train,18,0.8888888888888888,0.12749886512756348,1.02218496799469,0.020678825676441193
sft_final_seed1701,b63b325909a058c9,holdout,8,0.875,0.1154143288731575,0.9557023048400879,0.15098392963409424
sft_final_seed1701,9b500f26b0f8560e,train,15,0.6666666666666666,0.11296124756336212,0.9487392902374268,0.17561030387878418
sft_final_seed1701,c9ba785129c35b36,train,19,0.8421052631578947,0.12671348452568054,1.062332034111023,0.10933078080415726
sft_final_seed1701,aac1853286fb586a,train,15,1.0,0.14281323552131653,1.155674934387207,0.04622682183980942
sft_final_seed1701,022fef6d66485384,train,24,0.5416666666666666,0.10371803492307663,0.9223411679267883,0.12084624171257019
sft_final_seed1701,51480b09db315e89,train,17,0.11764705882352941,0.12443074584007263,0.9530316591262817,0.2841878831386566
sft_final_seed1701,5d3ce016a8a256cf,train,19,0.8947368421052632,0.13975012302398682,0.9668343663215637,0.0655677318572998
sft_final_seed1701,60691b9dd3355992,holdout,18,0.8888888888888888,0.11888904124498367,0.9814161658287048,0.044436343014240265
sft_final_seed1701,0056ae51961f5a18,train,16,0.875,0.05749707296490669,0.7727744579315186,0.03367339074611664
sft_final_seed1701,80d5ce364722516b,train,10,0.3,0.12237398326396942,0.973699688911438,0.31906062364578247
sft_final_seed1701,f0ff3b146af85463,train,9,0.8888888888888888,0.11592021584510803,0.8798642754554749,0.056312546133995056
sft_final_seed1701,6f2a7bf7cf275dd3,holdout,14,0.8571428571428571,0.10563686490058899,0.9683488011360168,0.09274088591337204
sft_final_seed1701,1090fdb8b57850f6,train,17,0.5882352941176471,0.11951395124197006,0.9804917573928833,0.15082044899463654
sft_final_seed1701,a3fa79234a9d5d7d,train,16,1.0,0.14158987998962402,1.058548092842102,0.1175602525472641
sft_final_seed1701,36c6cbf6c8a25415,train,21,0.9523809523809523,0.13022352755069733,1.0021874904632568,0.031729765236377716
sft_final_seed1701,8fe647ed2b7a5aee,holdout,15,1.0,0.09895171970129013,0.999312698841095,0.054277218878269196
sft_final_seed1701,5abdbfe1845e59c5,train,20,0.85,0.0929727554321289,0.9355296492576599,0.04464099928736687
sft_final_seed1701,4af11dadd34359fe,holdout,17,1.0,0.1400914341211319,1.048110008239746,0.08693572878837585
sft_final_seed1701,ad25b37aaad95a6b,train,15,0.9333333333333333,0.13175487518310547,0.8579287528991699,0.13854476809501648
sft_final_seed1701,d5201097ad6e5d67,train,17,0.7058823529411765,0.10126146674156189,0.9450260996818542,0.08513575792312622
sft_final_seed1701,f96a48c3bcd45c50,holdout,18,0.6666666666666666,0.1401689052581787,1.1078242063522339,0.16310015320777893
sft_final_seed1701,3f36d5316f0d5a94,train,16,1.0,0.10997793078422546,0.9647254347801208,0.10576046258211136
sft_final_seed1701,b6bba53a1bef520e,train,18,0.8333333333333334,0.09154076874256134,0.847007155418396,0.07438430935144424
sft_final_seed1701,7b840b044a6a5e8d,train,16,0.75,0.1089683324098587,0.9853034615516663,0.02021007239818573
sft_final_seed1701,22a09b0100175b62,train,18,1.0,0.18241886794567108,1.0090724229812622,0.12937407195568085
sft_final_seed1701,39fd3f2e5f005306,train,15,0.8666666666666667,0.049281150102615356,0.9912073016166687,0.03916768729686737
sft_final_seed1701,497e7be0400158a9,train,13,0.7692307692307693,0.11381605267524719,0.9891532063484192,0.13042274117469788
sft_final_seed1701,6a53dd2411825857,train,17,1.0,0.13228264451026917,0.9577183127403259,0.03272908553481102
sft_final_seed1701,fb9dcf5b46d65616,train,20,0.45,0.124479278922081,0.970645010471344,0.10665018856525421
sft_final_seed1701,39fe00229f7b5ac4,holdout,14,1.0,0.12702012062072754,1.019026279449463,0.029762307181954384
sft_final_seed1701,63dcb963cece5b7d,holdout,17,0.9411764705882353,0.11894300580024719,0.9078006744384766,0.06148720160126686
sft_final_seed1701,88f9b4f87b6b5bd5,train,12,0.75,0.11075350642204285,0.9208603501319885,0.08940160274505615
sft_final_seed1701,90f5bf5743cf5df0,train,21,0.5238095238095238,0.08327319473028183,0.8527035713195801,0.11036385595798492
sft_final_seed1701,52caccf1b3b95e4e,train,19,1.0,0.1285920888185501,0.8790162205696106,0.024102896451950073
sft_final_seed1701,1b064a029c0e513a,train,18,0.3333333333333333,0.14815104007720947,1.0205185413360596,0.028018414974212646
