method,seed,token,gain_AUC,gain_per_100_updates
conditional_pc,1701,046b1cc13f0d5f9d,0.0,0.0
conditional_pc,1701,053ae221b0d351f5,4.953818389535123,5.191744965652341
conditional_pc,1701,05f01335f6e15d86,-0.5001858077915542,0.9647019410898204
conditional_pc,1701,06f781885ea25f20,0.7619538627063466,0.5598678780001168
conditional_pc,1701,071d2ff38b4855ed,5.29260662669739,5.959654078786656
conditional_pc,1701,076f5a91273050e6,0.0,0.0
conditional_pc,1701,07bd6c8c7de152a6,0.0,0.0
conditional_pc,1701,0827c1c05e0e5596,-11.008522727272723,-25.982481060606062
conditional_pc,1701,089107cd2d6354e0,0.0,0.0
conditional_pc,1701,089b0ec6d7d35c09,0.0,0.0
conditional_pc,1701,095eafbb5c8f5b02,5.481728178236761,5.293100793949735
conditional_pc,1701,09c3d9dbca6455e5,0.0,0.0
conditional_pc,1701,0a02ef840f2d5d8e,-0.5451189304883486,-0.7447187034489001
conditional_pc,1701,0a87bb919dbb58b6,0.13225836047941703,0.1714558525128108
conditional_pc,1701,0b9f2aceebbf5003,0.0,0.0
conditional_pc,1701,0eea4103d56352dd,0.0,0.0
conditional_pc,1701,12115c5ca1215fb7,0.027055695420525116,0.4148074764533114
conditional_pc,1701,121fdf5f01785268,-1.5309592727388974,-3.905165644318784
conditional_pc,1701,123b77fa26425ac1,0.553499559356705,0.24302727861472756
conditional_pc,1701,130e725a1594571f,-1.0301100808848629,-0.42631089488621526
conditional_pc,1701,1361ba1955125852,0.6407242154542914,0.6225862389013964
conditional_pc,1701,1381f484e75c565a,-15.743039598494233,0.23790888380437475
conditional_pc,1701,13f740d88bf75471,0.05229646955145739,0.05093628176099556
conditional_pc,1701,14d0749e1fc85004,-0.5954371582092403,2.3078945217936435
conditional_pc,1701,160a7c3cbeee5f8b,0.0,0.0
conditional_pc,1701,161154cbf4245a3d,-42.266880232104455,-27.88156162076327
conditional_pc,1701,165b4475bd6b5188,6.892023260863595,7.8090790760225435
conditional_pc,1701,190b153cfd3b5302,-0.7327279410881011,-0.5706028103107288
conditional_pc,1701,1971c4278e675b9d,-2.2651712437261806,0.24691760006423247
conditional_pc,1701,1b7a2afa56df5d20,1.9047572096968979,1.9963022619475235
conditional_pc,1701,1ce58516c7675036,0.0,0.0
conditional_pc,1701,1d0a4f1f6cbd5e38,0.0,0.0
conditional_pc,1701,1d45b9d20e9d5f92,0.3408731699106472,0.1422532636328552
conditional_pc,1701,21249a2d4eb25ed6,0.0,0.0
conditional_pc,1701,22dddd249c8e5fe4,5.332859162570673,5.978440415794288
conditional_pc,1701,2320cdddd8465622,0.0,0.0
conditional_pc,1701,23724912b8f153f0,0.0,0.0
conditional_pc,1701,25652aabb1615c8d,1.4884797658209956,1.417599776972377
conditional_pc,1701,25822d3d04305af8,0.0,0.0
conditional_pc,1701,2639525675535145,-17.326817559911,0.07023868753064862
conditional_pc,1701,26e0f72c031b5f07,-0.013308759883453288,0.0
conditional_pc,1701,289087a782995ef0,0.0,0.0
conditional_pc,1701,28c5133d23575e81,-1.1526454129600636,-0.6700680574998976
conditional_pc,1701,2a2403c9b08b53ac,-1.51974704246597,1.0641470180996233
conditional_pc,1701,2ab1b3941f7153cb,-0.05350909489936322,-0.0963852033380745
conditional_pc,1701,2ad520fb925f5ace,2.9308494823302507,2.8787535505484576
conditional_pc,1701,2b07bad4bce156cd,-0.3659104781520739,0.0
conditional_pc,1701,2b2663b56a6555a2,76.8465909090909,62.5
conditional_pc,1701,2b9bcbd586b55042,-0.3387878674467531,-1.6603759423210689
conditional_pc,1701,2c772a570884587c,0.0,0.0
conditional_pc,1701,2ce54722e81a5726,0.0,0.0
conditional_pc,1701,2d1c26e4b5895e96,-1.9497987117381905,-2.639658080198912
conditional_pc,1701,2d6b6f9cbf895767,-1.6579345517023347,-2.5055032222175035
conditional_pc,1701,2e2bb8bb71265998,2.7319234950194637,2.9860157450518314
conditional_pc,1701,2eaf758421aa5190,4.8118899522469505,5.006209597206725
conditional_pc,1701,2f875dc108ed572f,0.0,0.0
conditional_pc,1701,2fbab9ffc3fe5a5d,0.0,0.0
conditional_pc,1701,2fd40c15042e53d4,0.0,0.0
conditional_pc,1701,305b1bf4e7f45522,-0.47412843741705113,0.8665319385350756
conditional_pc,1701,312f7d68b7845c0f,0.0,0.0
conditional_pc,1701,3138ce4847ee5007,0.11774503514668376,0.5771103282285527
conditional_pc,1701,32516745ea1b59ef,0.8040718315597647,0.7657826967235855
conditional_pc,1701,3387bab95d41528a,0.41031166026094146,0.3907730097723252
conditional_pc,1701,339d5c1111125971,0.11327381640108637,0.20797785321203252
conditional_pc,1701,350714230cb55761,0.0,0.0
conditional_pc,1701,35e2f788f41851c0,3.6819403566930946,4.333306572408395
conditional_pc,1701,36c5c837df3259f8,0.018941877066818723,0.5728106182163696
conditional_pc,1701,36f37eab352d5150,0.0,0.0
conditional_pc,1701,377030639621540e,-0.6480615999548117,-2.912709981792561
conditional_pc,1701,377d9bb5bb125691,-1.634272197585134,-2.543833616969651
conditional_pc,1701,37ab6257bb545b45,-0.14511804889310234,0.07056295580665309
conditional_pc,1701,38cfd81687975661,-1.9524672635354896,0.8627448347516649
conditional_pc,1701,39fe00229f7b5ac4,2.1353083300238413,2.3068800477889924
conditional_pc,1701,3a4cfdd4bfa55a5e,-1.141993011335876,-3.3859696386708618
conditional_pc,1701,3c297001ef2d5acb,2.852594733950163,2.8952519944157147
conditional_pc,1701,3c30c0c940045ac2,4.31241805752724,4.408370925479414
conditional_pc,1701,3e58b4e75b4d5910,0.0,0.0
conditional_pc,1701,3f67a285648156d8,0.7900210336943548,0.5292558087380557
conditional_pc,1701,42e6895442ab5601,0.0,0.0
conditional_pc,1701,43df192ed9125ff3,0.0,0.0
conditional_pc,1701,45e7e76381d85846,0.0,0.0
conditional_pc,1701,468894d189a75353,0.0,0.0
conditional_pc,1701,4775f8e1a53d5c6f,-23.999763257575772,-20.714962121212128
conditional_pc,1701,482b5439cb6c5350,0.0,0.0
conditional_pc,1701,48cf36e2f3e15071,0.8489070841543583,0.9101677141045043
conditional_pc,1701,48d4fcc3437755a8,4.793518077494296,3.860760492613273
conditional_pc,1701,4934fe6008f8564b,-0.17909956843593475,0.3352668175634738
conditional_pc,1701,4a5cb683d82059f0,1.1471706194592968,0.4597115342650294
conditional_pc,1701,4a8b4dff75c15a8a,47.72727272727273,45.45454545454545
conditional_pc,1701,4ac0a91fc4dd5ca9,-22.10582386363637,0.591856060606052
conditional_pc,1701,4af11dadd34359fe,0.0,0.0
conditional_pc,1701,4bc510a669d8549f,30.89800503357832,31.461703148735065
conditional_pc,1701,4ce4021236435fc2,0.023586676095226397,0.12564473440394605
conditional_pc,1701,502320eeaec55d1f,-0.5115190697765541,-0.6451887686908719
conditional_pc,1701,505c44ea52485f9d,-0.2865232017637702,0.23207220655551325
conditional_pc,1701,50e0c2fe698655a9,-0.5972906350601174,-1.084575588165199
conditional_pc,1701,5207306ed1a05de8,0.0,0.0
conditional_pc,1701,548d6bf7b63459e7,0.3462521334838765,0.6603835695169767
conditional_pc,1701,56faab1d1228542e,-11.834054380173473,2.873944347993671
conditional_pc,1701,570334268a395022,-22.727272727272727,0.0
conditional_pc,1701,573ac67fb17a5a71,-0.5125656247225123,0.2850833478947963
conditional_pc,1701,5985ea459f145e5c,-26.10291544876412,-0.046826152620566705
conditional_pc,1701,5b3770f00cb55569,-1.3478689382226527,-2.4743787501585697
conditional_pc,1701,5cfcccdb3e3c539b,2.500541877947904,2.809851091683736
conditional_pc,1701,5d0d7322ddea55ce,7.928557970315405,8.072087816644672
conditional_pc,1701,5d711f77d42054d6,4.618060612633894,5.223740164008422
conditional_pc,1701,5fec23f5a5d052cd,-1.1133425780776363,-0.5008041506280589
conditional_pc,1701,602d680df54553a2,0.0,0.0
conditional_pc,1701,60691b9dd3355992,1.2880808863522109,1.2680654136628469
conditional_pc,1701,6320ecb991675a39,0.049750750972916986,0.22728552330727841
conditional_pc,1701,635be215dc9d58c3,-0.30865388599362314,-0.061437536877597475
conditional_pc,1701,63dcb963cece5b7d,0.8340893548540023,0.9377294714997091
conditional_pc,1701,65c6face44dc5242,0.0,0.0
conditional_pc,1701,666ee535a52a5acc,0.0,0.0
