chain,token,step0_SR,pdms_gain,hit8_gain,spread_ratio_gain
mts86_lfp_grpo,007505437ed45b53,0.4686013938158392,4.940213718896231,1.0,2.9983322938625303
mts86_lfp_grpo,01034b2411ce5ea0,0.45023409825935007,2.701079924761842,1.0,3.479971590781334
mts86_lfp_grpo,023664205ae95402,0.44519761772375593,5.581649670765515,1.0,2.381954376732879
mts86_lfp_grpo,03925cda82c35516,0.4883607669273421,3.5699767479548967,0.0,1.5562688632603174
mts86_lfp_grpo,0481ff72500154f2,0.3653450694450272,-10.416666666666657,0.0,2.8750313630166078
mts86_lfp_grpo,05f01335f6e15d86,0.48503703750669874,-7.075155158684893,1.0,5.387535830900133
mts86_lfp_grpo,064bbfac76a95dae,0.3725310490562789,0.0,0.0,3.9429127997550992
mts86_lfp_grpo,06f781885ea25f20,0.9630734153954815,5.247797595905851,1.0,1.4847803105509056
mts86_lfp_grpo,073c4d0738b45047,0.3328204810287035,3.0779948748136974,1.0,3.1683851666876373
mts86_lfp_grpo,0827c1c05e0e5596,0.34727770366760247,0.0,0.0,1.6414965685579301
mts86_lfp_grpo,089107cd2d6354e0,0.4301897034724473,0.0,0.0,11.308386675609805
mts86_lfp_grpo,09961e24208b5972,0.34670357029294024,0.0,0.0,2.2532072034080657
mts86_lfp_grpo,0a76d212e8fe5898,0.2537358068929456,12.41592078093619,1.0,5.159629523863086
mts86_lfp_grpo,0a87bb919dbb58b6,0.4031884614396863,4.7553594821170435,1.0,1.5905366144885849
mts86_lfp_grpo,0b2061c2aced52de,0.2939893615813437,2.763570479593426,1.0,3.6672768988191553
mts86_lfp_grpo,0d38caf0c7c650e8,0.2950034896149704,5.858243596809956,0.25,6.377501260011421
mts86_lfp_grpo,0ee58e583be85ffb,0.339028521905529,2.513676084271154,1.0,5.982732489532476
mts86_lfp_grpo,1035d1c56f0f5ba9,0.2743518219879965,2.6493572613702696,1.0,4.786044264369116
mts86_lfp_grpo,114a9052bd6851a2,0.6243966021784464,4.125128663005825,0.0,0.9839339159781976
mts86_lfp_grpo,116f3217b5875595,0.3771494731324966,0.0,0.0,4.361941147514944
mts86_lfp_grpo,117be7ce4bae59d9,0.46968210720980635,2.9240028473954283,1.0,2.119756487076293
mts86_lfp_grpo,12115c5ca1215fb7,1.1395360581960152,2.9036063422517486,1.0,0.5682212360665558
mts86_lfp_grpo,1295232b65bf5f8d,0.4465865167859394,3.2409396760022275,1.0,6.12157045533098
mts86_lfp_grpo,1361ba1955125852,0.3254972496009961,3.217193717397805,1.0,3.911191130214625
mts86_lfp_grpo,1381f484e75c565a,0.45240983065125145,2.284857813974398,1.0,4.459436293672105
mts86_lfp_grpo,14096d0f331a594a,5.37790901959424,0.0,0.0,0.3093261083583553
mts86_lfp_grpo,14b505fe90ef5fb8,0.319010001034305,0.0,0.0,6.669782563737549
mts86_lfp_grpo,14d0749e1fc85004,0.3525351883998415,0.5507864828095421,0.25,3.275903768424551
mts86_lfp_grpo,1514fa6cda205491,0.4060581469931603,0.0,0.0,3.2204684412265854
mts86_lfp_grpo,1526e5b224665c7e,0.38956315369538963,3.0218261206738504,1.0,1.556910424618897
mts86_lfp_grpo,161154cbf4245a3d,0.4333526531070467,1.404762530932473,0.25,2.8253648133117313
mts86_lfp_grpo,16a705e621675626,0.5788797962201975,4.555303283587506,1.0,1.728573416989249
mts86_lfp_grpo,1734440b807a58ef,0.35422070295841956,2.685996312970019,1.0,3.9717206301776624
mts86_lfp_grpo,190b153cfd3b5302,0.31161912384914187,2.88784660518499,1.0,5.169560255100592
