token,chain,algorithm,step,role,pairwise_ade,pairwise_fde,spread_auc,r50,r90,endpoint_cov_trace,endpoint_spread,endpoint_r90,effective_rank,spread_t1,spread_t2,spread_t3,spread_t4,spread_t5,spread_t6,spread_t7,spread_t8,spread_ratio_IL,spread_ratio_step0,step0_SR,center_shift_IL,center_shift_step0,mean_pdms,feasible_rate,D_positive,hit8_1
1bf169a6aaf65858,official_il_grpo,original_GRPO,0,step0,0.12239825449367897,0.2715039133585776,0.10171816602513245,0.0750085916974674,0.14975578547675383,0.0507646429286502,0.2253101039204638,0.3405947817618527,1.6685998265742281,0.01639301165961588,0.027142954503110748,0.04432227630749009,0.06496117469156752,0.10372961432221227,0.1453977270329707,0.18648846576362857,0.2253101039204638,1.0,1.0,1.0,0.0,0.0,100.0,1.0,,0.0
1bf169a6aaf65858,official_il_grpo,original_GRPO,1330,early,0.21398885666692097,0.3059592142766636,0.18250081853416006,0.1338233559583974,0.24398138923023255,0.06906301044913958,0.2627984217021472,0.3417954755450966,2.9026090978716472,0.1230585807351639,0.12437160907666422,0.14208339152318028,0.16836291811772847,0.17256315805537056,0.20638384171603746,0.26038462734698853,0.2627984217021472,1.7941811739809377,1.7941811739809377,1.0,0.48383015394210815,0.48383015394210815,99.97719683440658,1.0,,0.0
1bf169a6aaf65858,official_il_grpo,original_GRPO,6650,middle,0.17433035602713795,0.29166726688617695,0.14491546889255863,0.11088878995515271,0.21840252507713467,0.05748279602987843,0.23975570072446334,0.3571027045093905,2.19084243890077,0.07913244019250774,0.0957261550796308,0.10122161214981322,0.10233216065738221,0.14761250734467293,0.1796385798997176,0.21390459509228116,0.23975570072446334,1.4246763833389704,1.4246763833389704,1.0,0.7156769633293152,0.7156769633293152,100.0,1.0,,0.0
1bf169a6aaf65858,official_il_grpo,original_GRPO,13300,final_available,0.1477716536572871,0.24482156377301412,0.12345626210933575,0.09610428836012522,0.19102761275520688,0.04047317648159822,0.20117946336939618,0.307570857356221,1.9957432136560873,0.06606889866761476,0.08647932729139424,0.07987900207367037,0.088454923480046,0.12436494316110074,0.15469921650599128,0.1865243223254724,0.20117946336939618,1.2137090839686617,1.2137090839686617,1.0,0.36334455013275146,0.36334455013275146,100.0,1.0,,0.0
42e6895442ab5601,official_il_grpo,original_GRPO,0,step0,0.13219331528740455,0.3214430113524975,0.11260351226375716,0.07607596524238011,0.1822815993630759,0.07505076468406412,0.27395394628306435,0.4787370110419342,1.3495550220654668,0.009287837212860275,0.020635139615557227,0.041515272561629325,0.07117572267003139,0.10971141635808387,0.15928647313175034,0.21526229027708044,0.27395394628306435,1.0,1.0,1.0,0.0,0.0,100.0,1.0,,0.0
42e6895442ab5601,official_il_grpo,original_GRPO,1330,early,0.3066052503145653,0.511454661938074,0.26068420741661325,0.23024068045729318,0.35902121566940726,0.19313259256498147,0.4394685342148872,0.7105098314282595,1.4955792807925818,0.1407120485367523,0.15903845954186713,0.1770665982661089,0.20141406127111944,0.2695723431484023,0.3243921269564374,0.37380948739733133,0.4394685342148872,2.3150628446295607,2.3150628446295607,1.0,0.5025323629379272,0.5025323629379272,100.0,1.0,,0.0
42e6895442ab5601,official_il_grpo,original_GRPO,6650,middle,0.2096379475397981,0.37039164594428453,0.17810101450731752,0.14339920756826335,0.2534618557043323,0.09849710488726354,0.31384248419750876,0.44568032707481947,2.065471384740087,0.10170657624030802,0.12135993230781209,0.10492777880949636,0.12558139493486928,0.16224637731131283,0.22110154347692196,0.2740420287803109,0.31384248419750876,1.5816648248958887,1.5816648248958887,1.0,0.3978073000907898,0.3978073000907898,100.0,1.0,,0.0
42e6895442ab5601,official_il_grpo,original_GRPO,13300,final_available,0.16947069071582385,0.3353451737528749,0.14436973991686453,0.09322838064417796,0.22082470089277778,0.08333002076555233,0.2886693970020936,0.44894186182155904,1.4684825349658268,0.04965924438439969,0.07952284395663772,0.06814286089025186,0.09056834575814987,0.13302178287877905,0.19534216246259775,0.25003128200200664,0.2886693970020936,1.282106898927803,1.282106898927803,1.0,0.46647605299949646,0.46647605299949646,100.0,1.0,,0.0
b23ede9a183b5b71,official_il_grpo,original_GRPO,0,step0,0.14823910281806732,0.352862820447249,0.12475147804442338,0.09331316305523815,0.18905980683763848,0.08893698937484099,0.2982230530573399,0.43680235332271866,1.5259595887131268,0.009352017856041835,0.028131588493721587,0.05576722049830495,0.08906885234867981,0.12489236212436591,0.16964365575766238,0.22293307421927067,0.2982230530573399,1.0,1.0,1.0,0.0,0.0,89.47066272787909,1.0,0.11993766576051712,0.0
b23ede9a183b5b71,official_il_grpo,original_GRPO,1330,early,0.3705220575426609,0.6889695845250565,0.3157711119073005,0.2683309653433129,0.43923518810326156,0.3469892816862387,0.5890579612281279,0.9424842308728834,1.5363508654070905,0.16484521744924363,0.15471763815943518,0.17528453485104187,0.24500961514504468,0.31158691515564135,0.39183336585022527,0.4938336474196442,0.5890579612281279,2.531201368170211,2.531201368170211,1.0,0.6128573417663574,0.6128573417663574,90.45447835371816,1.0,0.37052205204963684,1.0
