token,log,command,checkpoint,pairwise_ade,pairwise_fde,spread_auc,r50,r90,endpoint_cov_trace,endpoint_spread,endpoint_r90,effective_rank,spread_t1,spread_t2,spread_t3,spread_t4,spread_t5,spread_t6,spread_t7,spread_t8,center_shift_from_il,spread_ratio_il,D_all,D_feasible,D_high_quality,D_positive,feasible_count,positive_count,hit8_1,feasible_rate,mean_pdms,p_plus_1,IL_spread_quartile,GT_heading_change,GT_heading_tertile,compressed,strongly_compressed,hit8_delta_IL,mean_pdms_delta_IL
23e39302332152b2,2021.09.15.14.27.22_veh-39_00038_00414,left,official_il,0.1787647725665124,0.3931757093903742,0.1446856870435745,0.1250669103426882,0.1939341582625565,0.103002575655636,0.3209401434156158,0.4393765842456144,2.1169367725685277,0.0297267472919812,0.0281581044079102,0.0605184859699876,0.099026189149621,0.1510745724461052,0.2073076757645444,0.2607335779028309,0.3209401434156158,0.0,1.0,0.1787647725665124,0.1787647604942321,0.1410889774560928,0.1410889774560928,64,38,0.125,1.0,92.99462131717893,0.015625,Q4,0.4232893825476302,high,False,False,0.0,0.0
23e39302332152b2,2021.09.15.14.27.22_veh-39_00038_00414,left,mts_8692,0.0961420261705333,0.1036784815145619,0.2101623576625407,0.0301077349692658,0.053840083208811,0.0132865711602465,0.1152673898387852,0.1141546760900965,1.1345384847804385,0.0972770504270576,0.1969379897967399,0.2898900874881737,0.3166855358786873,0.2884360566413461,0.2244524704747928,0.1523522807547426,0.1152673898387852,0.10634595900774,1.452544214682733,0.0961420261705333,0.0961420238018035,0.2071965038776397,0.2071965038776397,64,19,0.0,1.0,92.85956568102893,0.0,Q4,0.4232893825476302,high,False,False,-0.125,-0.1350556361499997
23e39302332152b2,2021.09.15.14.27.22_veh-39_00038_00414,left,mts_8751,0.0494870471726575,0.0978294727586846,0.040275512648299,0.0349778176513746,0.0587382184168255,0.0063093031787975,0.0794311222305057,0.1263828258463007,2.56244693050807,0.0108877864488884,0.0186365768523096,0.0254975796687835,0.0325892123040377,0.040191588748126,0.0503497158535708,0.0646205190801707,0.0794311222305057,0.2168196588754654,0.2783655624220068,0.0494870471726575,0.0494870468974113,0.0494870468974113,0.0494870468974113,64,64,0.125,1.0,93.72342714399466,0.015625,Q4,0.4232893825476302,high,True,True,0.0,0.72880582681573
23e39302332152b2,2021.09.15.14.27.22_veh-39_00038_00414,left,grpo_9041,0.2003997581277407,0.4250717877413889,0.1634909155847366,0.1355051640557907,0.2325346122198162,0.1188006389973304,0.3446746857506806,0.5163331819143577,2.1856637069973006,0.0338925684513588,0.0522564307686954,0.0766880452561702,0.1117097965956987,0.1686304911745872,0.2276827133678562,0.292392593312846,0.3446746857506806,0.7081826329231262,1.129972970550284,0.2003997581277407,0.2003997564315796,0.2003997564315796,0.2003997564315796,64,64,1.0,1.0,95.53331750529054,1.0,Q4,0.4232893825476302,high,False,False,0.875,2.538696188111615
23e39302332152b2,2021.09.15.14.27.22_veh-39_00038_00414,left,apr_9145,0.2177135274370935,0.4577051116498089,0.1775783588663358,0.1455867609074854,0.2484168017535339,0.1408601595266333,0.3753134150635084,0.5964638819937914,2.812847931809831,0.0880590737937333,0.0865583479191028,0.0919667384678583,0.114996123360665,0.1543377442459733,0.2210515666502143,0.2883438614296313,0.3753134150635084,0.951621413230896,1.227338809351993,0.2177135274370935,0.2177135199308395,0.2177135199308395,0.2177135199308395,64,64,1.0,1.0,96.59144546524097,1.0,Q4,0.4232893825476302,high,False,False,0.875,3.5968241480620406
411a748874035630,2021.06.23.15.56.12_veh-16_01308_04289,right,official_il,0.1254822598155272,0.2678856292835773,0.1018974939259124,0.0825779619685066,0.1534117197095791,0.047553332288626,0.2180672655137081,0.3501501883811952,2.111074955205145,0.0168472411052288,0.0301934407668182,0.0515438749299144,0.0753660226204376,0.1054379697117523,0.1433479317883224,0.174376204971117,0.2180672655137081,0.0,1.0,0.1254822598155272,0.1254822611808776,0.1254822611808776,,64,0,0.0,1.0,100.0,0.0,Q1,0.5105368329241232,high,False,False,0.0,0.0
411a748874035630,2021.06.23.15.56.12_veh-16_01308_04289,right,mts_8692,0.1595287500154213,0.2317987322882785,0.2608091493003253,0.0522213421936055,0.1166665070012583,0.0782371098488949,0.2797089734865417,0.2131443733461014,1.6054756801366172,0.100731687400972,0.1985854000319758,0.2789645204991779,0.3177260119809399,0.3251858553691709,0.3039608598822411,0.2816098857515828,0.2797089734865417,0.3032576739788055,2.5595246678976653,0.1595287500154213,1.1025770902633667,1.1025770902633667,,3,0,0.0,0.046875,4.6875,0.0,Q1,0.5105368329241232,high,False,False,0.0,-95.3125
411a748874035630,2021.06.23.15.56.12_veh-16_01308_04289,right,mts_8751,0.0610648465204795,0.0995849638983669,0.0515520387650214,0.0372782363015126,0.0737073205473803,0.0068764700417936,0.08292448397062,0.1360459890162568,1.849607466264782,0.0115919971412311,0.0225864582179548,0.0358174488676562,0.0495902717517696,0.0617170466827187,0.0705942066101751,0.0775943968780456,0.08292448397062,0.2907859683036804,0.5059205754609025,0.0610648465204795,0.0585016794502735,0.0585016794502735,,59,0,0.0,0.921875,92.1875,0.0,Q1,0.5105368329241232,high,True,False,0.0,-7.8125
411a748874035630,2021.06.23.15.56.12_veh-16_01308_04289,right,grpo_9041,0.1404364255659724,0.2771046274326053,0.1138242358681755,0.0966610285031253,0.1767485214803691,0.0485272857254158,0.2202890957932684,0.3373710288147614,3.222734814113742,0.0406708140595639,0.0522451977280457,0.0672477265286227,0.0855458756713224,0.1148020240622821,0.14692956457777,0.1828635885245291,0.2202890957932684,0.3479581177234649,1.1170464697682838,0.1404364255659724,0.1404364258050918,0.1404364258050918,,64,0,0.0,1.0,100.0,0.0,Q1,0.5105368329241232,high,False,False,0.0,0.0
411a748874035630,2021.06.23.15.56.12_veh-16_01308_04289,right,apr_9145,0.1450416976234121,0.2603314457652017,0.1193477568726482,0.1021867480989704,0.1557596807974244,0.0449251916033783,0.2119556359320938,0.3331688967306684,4.201674508067266,0.0676416771372512,0.0843423244370821,0.0843566113174073,0.0823636214431608,0.112393360886482,0.1372974388435855,0.1744313849841226,0.2119556359320938,0.5162432193756104,1.171253112067933,0.1450416976234121,0.1450416892766952,0.1450416892766952,,64,0,0.0,1.0,100.0,0.0,Q1,0.5105368329241232,high,False,False,0.0,0.0
